curriculum/ent_coef,curriculum/ctrl_drop_prob,reward_terms/air_time,reward_terms/angmom,reward_terms/foot_slip,reward_terms/residual_rate,reward_terms/stance_time,reward_terms/assist_pen,time/fps,curriculum/stance_ratio,reward_terms/step_rate,reward_terms/phase_contact,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,reward_terms/stance,rollout/ep_len_mean,reward_terms/lat_vel,reward_terms/torque,reward_terms/hip_roll,reward_terms/overrun,reward_terms/motor_vel,reward_terms/action_rate,reward_terms/height,reward_terms/alive,reward_terms/residual,curriculum/eff_scale,time/iterations,reward_terms/coef_rate,reward_terms/vz,reward_terms/energy,reward_terms/clearance,rollout/ep_rew_mean,reward_terms/stop,time/time_elapsed,reward_terms/foot_ahead,curriculum/sprint_dist_m,time/total_timesteps,reward_terms/ang_xy,reward_terms/time,reward_terms/upright,train/value_loss,train/loss,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/std,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/clip_range
0.01,0.0,0.0035156249068677425,-0.11613247329376059,-0.20493854184394494,0.0,-0.03881159730372019,0.0,4463,0.554296448,0.0,-0.1158847770103618,0.0,1.388064269286657,-0.00581176056504592,256.32,-1.7220165104278895e-08,-0.11603669185377746,-0.007074253678693481,0.0,-0.002464215488019908,-0.023837754567280923,-0.08486312636663423,0.0,-0.10522760504183401,0.4161024,5419,-0.1673406861985124,-0.2652052460812271,-0.013854131720891436,0.04709483095557367,-91.68492763,0.0,22378,0.0,87.41535999999999,99883008,-0.17349621411348715,-0.5,-0.15803864812503562,0.004041123681236059,-0.3237873315811157,0.000250067712,-0.009827490709722043,0.24019775390625,0.9332286715507507,-30.668566989898682,0.025682444,21584,0.9999867081642151,0.2
0.01,0.0,0.0035156249068677425,-0.11070102284006839,-0.20772725956101154,0.0,-0.03783747799591058,0.0,4463,0.554278784,0.0,-0.11612239500377251,0.0,1.3943798067362603,-0.005892193885008805,254.93,-1.6594666341838645e-08,-0.11841315438855984,-0.00713842034891851,0.0,-0.002482086016203584,-0.023923303652380063,-0.08497727306401925,0.0,-0.1048175670883392,0.4161792,5420,-0.16773696997778847,-0.26518723893153223,-0.01392703036812825,0.048019047620739504,-91.41746372999998,0.0,22382,0.0,87.42688000000001,99901440,-0.16670779879056874,-0.5,-0.15519562668306294,0.0039174164645373825,-0.31938275694847107,0.000250058496,-0.00820523644797504,0.26021728515625,0.9334049224853516,-30.671071243286132,0.0329256,21588,0.9999868273735046,0.2
0.01,0.0,0.0035156249068677425,-0.11356493752924585,-0.20664470761484613,0.0,-0.038764939184248864,0.0,4463,0.55426112,0.0,-0.1159513292649076,0.0,1.39866814540859,-0.006325275168609001,254.6,-1.6764131088830664e-08,-0.11684751100998596,-0.0071392967455760825,0.0,-0.0024474440516632895,-0.02396225710820959,-0.08549640795586541,0.0,-0.10467411188038227,0.416256,5421,-0.16576897481903669,-0.2656401287487089,-0.013828915988932204,0.04757201058016478,-91.47252515,0.0,22386,0.0,87.4384,99919872,-0.16941443777433257,-0.5,-0.15668774073181468,0.0038800230831839144,-0.322888046503067,0.00025004928,-0.010852735955268145,0.23787841796875,0.9330453276634216,-30.665633964538575,0.024891386,21592,0.9999872446060181,0.2
0.01,0.0,0.003466796783161246,-0.11439223758006653,-0.20601254854062268,0.0,-0.03729779251767064,0.0,4463,0.554243456,0.0,-0.11516780637219376,0.0,1.387938042182623,-0.005432173146037454,254.38,-1.695616892019839e-08,-0.11796651144286499,-0.0071910361243047866,0.0,-0.0025010525227446667,-0.023954941853864698,-0.08412999543691331,0.0,-0.10484899015518283,0.4163328,5422,-0.16682001599741603,-0.26305277652170556,-0.013995934593068186,0.048144784920178846,-91.40827541,0.0,22390,0.0,87.44991999999999,99938304,-0.17115533083668147,-0.5,-0.1548301921897815,0.004238345194607973,-0.3268047869205475,0.000250040064,-0.010247307852841914,0.255712890625,0.9331042170524597,-30.663946628570557,0.028252235,21596,0.9999865889549255,0.2
0.01,0.0,0.0035156249068677425,-0.11439554889873002,-0.20817478105533666,0.0,-0.03875517373025003,0.0,4463,0.554225792,0.0,-0.11667961511806624,0.0,1.3856820986975256,-0.005935012214801543,256.19,-1.6610944427478547e-08,-0.11815208963398255,-0.007185319582916887,0.0,-0.00246975871258528,-0.02383497504901759,-0.0844966594562465,0.0,-0.10494740383677588,0.4164096,5423,-0.16955756012711207,-0.26460869291640093,-0.013949036300447856,0.047690650584085295,-91.66120916999998,0.0,22395,0.0,87.46144,99956736,-0.16986918567995324,-0.5,-0.15571457235082975,0.006373153091408313,-0.3244873583316803,0.00025003084799999996,-0.009886913117952645,0.2447998046875,0.9337549209594727,-30.669779777526855,0.02648887,21600,0.9999791979789734,0.2
0.01,0.0,0.0035156249068677425,-0.11094328548550646,-0.20546712131128803,0.0,-0.03833769386013349,0.0,4463,0.554208128,0.0,-0.11675973968158695,0.0,1.3754553940848573,-0.006188520338117273,255.45,-1.6357227318004936e-08,-0.11947852711716195,-0.0074529114456658736,0.0,-0.00246929950766107,-0.023978825227927818,-0.08342553287976268,0.0,-0.10464965771863784,0.4164864,5424,-0.16903633728696263,-0.2600792978067108,-0.013947667179993045,0.04726036611734805,-91.54939116,0.0,22399,0.0,87.47296,99975168,-0.1669117365624948,-0.5,-0.1515385629868764,0.003206872986629605,-0.32091018557548523,0.000250021632,-0.008353730535600335,0.27198486328125,0.9331917762756348,-30.66915283203125,0.02791912,21604,0.9999901056289673,0.2
0.01,0.0,0.0035156249068677425,-0.11246873821759344,-0.20554246049959732,0.0,-0.03879003197814907,0.0,4463,0.554190464,0.0,-0.11558952316963035,0.0,1.387492386652771,-0.005715846855114439,256.11,-1.694349285841067e-08,-0.11812253193135971,-0.00726130136935172,0.0,-0.00246959147693813,-0.024092363521543383,-0.08520984535974853,0.0,-0.10447153405258246,0.4165632,5425,-0.16567888627884605,-0.26523169271477426,-0.013935422110202612,0.047344281091676176,-91.73182997000002,0.0,22403,0.0,87.48448,99993600,-0.16948232652082784,-0.5,-0.15622919265984325,0.025519141787663104,-0.316017210483551,0.000250012416,-0.008196615555789322,0.2312255859375,0.9337522983551025,-30.671299552917482,0.03086107,21608,0.9999442100524902,0.2
0.01,0.0,0.0035156249068677425,-0.11262753927787461,-0.20763151717233475,0.0,-0.038358988626795404,0.0,4463,0.5541728,0.0,-0.11622195391726425,0.0,1.3905644647973576,-0.005601299781528808,255.87,-1.654368844166933e-08,-0.11883796020447512,-0.007111306640293612,0.0,-0.0024976230392025752,-0.02428891160084394,-0.08515802451414636,0.0,-0.1045790700514301,0.41664,5426,-0.16810777765021326,-0.26462431989180435,-0.014030979113126313,0.04795201726153605,-91.60190168000001,0.0,22407,0.0,87.49600000000001,100012032,-0.17010860197102617,-0.5,-0.15598441519334003,0.013038607826456428,-0.32532599568367004,0.0002500032,-0.00958717125467956,0.21934814453125,0.9339728355407715,-30.682529735565186,0.02371201,21612,0.9999516010284424,0.2
0.0099981568,0.0,0.0035156249068677425,-0.11497084267382252,-0.21017276647252758,0.0,-0.038095723460881144,0.0,4463,0.554155136,0.0,-0.1164346328282689,0.0,1.393844202607515,-0.006356684837283186,254.35,-1.868926357495884e-08,-0.11893789404795421,-0.007383037457712286,0.0,-0.0024689939813513553,-0.023945129452982758,-0.08502747795954042,0.0,-0.10468841917865476,0.4167168,5427,-0.17049454225485494,-0.2651037191969688,-0.013889615947478272,0.047670447682577895,-91.44136394000003,0.0,22411,0.0,87.50752,100030464,-0.17039825858631075,-0.5,-0.15616735450715455,0.005874446593225002,-0.3279868960380554,0.00024999398400000003,-0.01056441959226504,0.25482177734375,0.9337846636772156,-30.67992067337036,0.026273256,21616,0.999980092048645,0.2
0.0099963136,0.0,0.0035156249068677425,-0.1144158230346811,-0.20330031929919015,0.0,-0.03819799220784464,0.0,4463,0.554137472,0.0,-0.11718010227779045,0.0,1.3812971884182546,-0.006326088346739702,255.64,-1.664065865431014e-08,-0.11902267510192896,-0.007489768433683559,0.0,-0.0024846026881922773,-0.02406580732460512,-0.08517564544968999,0.0,-0.1045219004779538,0.4167936,5428,-0.16931995875617456,-0.26404907329911026,-0.014056620223514973,0.04712624572049992,-91.70822677,0.0,22415,0.0,87.51903999999999,100048896,-0.17093389067434567,-0.5,-0.15721358244240308,0.005676929280161858,-0.32620036602020264,0.000249984768,-0.01068129182094708,0.23658447265625,0.9331979155540466,-30.669702434539794,0.03332891,21620,0.9999796152114868,0.2
0.0099944704,0.0,0.0035156249068677425,-0.11397105070370052,-0.20634380569088484,0.0,-0.03832697894217239,0.0,4463,0.554119808,0.0,-0.11540362296613615,0.0,1.3895499972370315,-0.005701259945954761,255.92,-1.708161780394295e-08,-0.11898873492417034,-0.007249304939010827,0.0,-0.002487199558478076,-0.024064018072039856,-0.08468277291525653,0.0,-0.10462759321198173,0.4168704,5429,-0.16875110701110574,-0.26189552485003564,-0.014028981739692352,0.047711116079582595,-91.68707239,0.0,22419,0.0,87.53056,100067328,-0.17234126239360123,-0.5,-0.15504203731254002,0.007639459567144513,-0.318964421749115,0.000249975552,-0.009503546729683876,0.2509033203125,0.9334417581558228,-30.672227478027345,0.029686546,21624,0.9999724626541138,0.2
0.0099926272,0.0,0.0035156249068677425,-0.11202611221317735,-0.20302487458335475,0.0,-0.037540169350298434,0.0,4463,0.554102144,0.0,-0.11332575838002162,0.0,1.3942845650255804,-0.006325229979887985,255.22,-1.5924950230315534e-08,-0.11771768104895781,-0.007219840752478782,0.0,-0.002470220124615674,-0.023839808772285278,-0.08501449490891816,0.0,-0.10469438878316129,0.4169472,5430,-0.16834139076825172,-0.2649112916443452,-0.013914617501228759,0.04750683180061576,-91.55830924,0.0,22424,0.0,87.54208,100085760,-0.16787071530963715,-0.5,-0.15631452832431839,0.0034171782550401985,-0.32890626788139343,0.00024996633599999997,-0.008861063758376985,0.27962646484375,0.9332346320152283,-30.677212619781493,0.024818618,21628,0.9999885559082031,0.2
0.009990784,0.0,0.0035156249068677425,-0.11420329911884924,-0.2070808387458309,0.0,-0.03753203135824555,0.0,4463,0.55408448,0.0,-0.11477315677630837,0.0,1.3944544172764557,-0.0060361513588416795,255.48,-1.66527202274953e-08,-0.1185624026377761,-0.007309701886513878,0.0,-0.002472523392060773,-0.023627248838691366,-0.08495080314797317,0.0,-0.10464234919365795,0.417024,5431,-0.17148470019723075,-0.2651680627544404,-0.013918179216926042,0.04666325876633727,-91.67476042,0.0,22428,0.0,87.5536,100104192,-0.16939006337528484,-0.5,-0.15687059906676756,0.004950935090892017,-0.32086053490638733,0.00024995712,-0.007928917673416436,0.27301025390625,0.9333608150482178,-30.67737512588501,0.025458163,21632,0.9999833703041077,0.2
0.0099889408,0.0,0.0035156249068677425,-0.11476010181010718,-0.2067586606503502,0.0,-0.039620650996867984,0.0,4463,0.554066816,0.0,-0.11453784696981067,0.0,1.3868466481043538,-0.006005284138161706,255.68,-1.7065614484605868e-08,-0.11601286994842441,-0.007138407984379411,0.0,-0.002407567797856005,-0.023602701633659556,-0.0845662595014218,0.0,-0.10472313253711307,0.4171008,5432,-0.16666270862781474,-0.26475050916758236,-0.013657982052935478,0.047891277361619126,-91.75948875999998,0.0,22432,0.0,87.56512000000001,100122624,-0.170258274329396,-0.5,-0.15800438444270734,0.0037531140609644354,-0.3153592646121979,0.000249947904,-0.008565358794294297,0.25858154296875,0.9332725405693054,-30.677002239227296,0.024925958,21636,0.9999874830245972,0.2
0.0099870976,0.0,0.0035156249068677425,-0.11294338643192955,-0.20556998213414207,0.0,-0.039084763052718095,0.0,4463,0.554049152,0.0,-0.11360419997073341,0.0,1.3828273021463127,-0.006336847283641241,256.72,-1.7086409484556725e-08,-0.11709330454902461,-0.00732609679024687,0.0,-0.0024570628663865917,-0.023671464081180666,-0.08357653847724192,0.0,-0.10493843388628162,0.4171776,5433,-0.16802834607055592,-0.26231210129494775,-0.013861869245968527,0.04703579330294607,-91.88030146999999,0.0,22436,0.0,87.57664,100141056,-0.16907490243948692,-0.5,-0.15559363227942768,0.005157656338997185,-0.3283635079860687,0.00024993868799999997,-0.010369685152545572,0.261767578125,0.9333510398864746,-30.676169204711915,0.023298822,21640,0.9999839067459106,0.2
0.0099852544,0.0,0.003466796783161246,-0.11218357079748165,-0.20754550678510897,0.0,-0.03836332873389539,0.0,4463,0.554031488,0.0,-0.11413953993156713,0.0,1.3876275551121058,-0.006801924882465298,256.15,-1.6395886357768066e-08,-0.11832139014585658,-0.00760644547270649,0.0,-0.0024486262938169263,-0.024148362279621402,-0.0848600733234731,0.0,-0.10454738841133249,0.4172544,5434,-0.16728856418247864,-0.26494865951744745,-0.013898224179525295,0.047558713705423875,-91.64738985,0.0,22440,0.0,87.58816,100159488,-0.16754225662383984,-0.5,-0.15603437390940478,0.006209855456836522,-0.3206133246421814,0.000249929472,-0.009241306316107511,0.2314697265625,0.9329840540885925,-30.67362823486328,0.024865778,21644,0.9999802112579346,0.2
0.0099834112,0.0,0.0035156249068677425,-0.11505638156020753,-0.208235039224226,0.0,-0.03872641918294701,0.0,4463,0.554013824,0.0,-0.11700039433749494,0.0,1.389136951717897,-0.006030586708832415,255.31,-1.718711968593736e-08,-0.11938377420233914,-0.007379451284522191,0.0,-0.0024794594562721393,-0.02389377981425513,-0.08487980219275225,0.0,-0.10469554909556547,0.4173312,5435,-0.16960615159116788,-0.2654429037726718,-0.014023623597400102,0.047585669756413054,-91.58378823999999,0.0,22444,0.0,87.59968,100177920,-0.17075144633903705,-0.5,-0.15616382746582216,0.004327638482209295,-0.3236818015575409,0.000249920256,-0.009608937590382994,0.26158447265625,0.9326982498168945,-30.67127628326416,0.029650709,21648,0.9999856352806091,0.2
0.009981568,0.0,0.003613281154280735,-0.1132084450118413,-0.20715643322948152,0.0,-0.03975289338753404,0.0,4463,0.55399616,0.0,-0.11586122893298703,0.0,1.386684249364109,-0.006396289440655175,255.37,-1.7502368128540398e-08,-0.11790698905247139,-0.007365433662385415,0.0,-0.0024476947837598576,-0.023877246396124763,-0.08435890563215934,0.0,-0.10474272514797818,0.417408,5436,-0.1674961588741276,-0.26487352040028217,-0.013880035471158752,0.04696439627940038,-91.63667760999996,0.0,22448,0.0,87.6112,100196352,-0.16869597809420958,-0.5,-0.15539969839072096,0.0052276781992986795,-0.3246086537837982,0.00024991103999999996,-0.00802419378887862,0.25047607421875,0.9330071806907654,-30.675361251831056,0.029581625,21652,0.9999837279319763,0.2
0.0099797248,0.0,0.003466796783161246,-0.11496389051143728,-0.2079404403488522,0.0,-0.038267978547891185,0.0,4463,0.553978496,0.0,-0.1148787549207765,0.0,1.3896231557347558,-0.006261483837887941,255.12,-1.674536013737365e-08,-0.12029566198210251,-0.007344067042998862,0.0,-0.002515742985864841,-0.023909063838395098,-0.08497603268025072,0.0,-0.10485282968692564,0.4174848,5437,-0.17067136546257483,-0.26639837939082783,-0.014168256957235566,0.048149246947600796,-91.58118836999998,0.0,22452,0.0,87.62272,100214784,-0.17140160684585723,-0.5,-0.15758238638787836,0.004716378217563033,-0.32114553451538086,0.000249901824,-0.00938442857004702,0.268115234375,0.9333456754684448,-30.682504653930664,0.03349524,21656,0.9999852180480957,0.2
0.0099778816,0.0,0.0035156249068677425,-0.11599866470092726,-0.21013748984132624,0.0,-0.03818035855106751,0.0,4463,0.553960832,0.0,-0.11643580685301486,0.0,1.39878735065598,-0.006488415614404369,253.89,-1.66719192841413e-08,-0.11857066291076573,-0.007486608442092622,0.0,-0.002460639948376827,-0.02388828348393631,-0.08533134978453054,0.0,-0.10457413188093627,0.4175616,5438,-0.16730922519419245,-0.26756579168727496,-0.01387772806476971,0.04753151604212316,-91.35473038000003,0.0,22457,0.0,87.63424,100233216,-0.17122195836734633,-0.5,-0.1574849330483505,0.004206369153689593,-0.3221701979637146,0.000249892608,-0.010241921583656222,0.24517822265625,0.933384120464325,-30.68536319732666,0.026992753,21660,0.9999859929084778,0.2
0.0099760384,0.0,0.003613281154280735,-0.11549232614067255,-0.20692455080507774,0.0,-0.038441724548142195,0.0,4463,0.553943168,0.0,-0.1147027110404507,0.0,1.3978198741668872,-0.006457283566640649,254.7,-1.6522708233886756e-08,-0.11878559126675252,-0.007361748577227888,0.0,-0.0024855552958418323,-0.023759009998533778,-0.08528795126301417,0.0,-0.10465687190493411,0.4176384,5439,-0.16650082154819748,-0.2679848560584184,-0.013975945093062167,0.04762327560876169,-91.51492376000002,0.0,22461,0.0,87.64576,100251648,-0.17107146955668784,-0.5,-0.15867718756615623,0.005068078392650932,-0.32315412163734436,0.000249883392,-0.010110443574376404,0.2529541015625,0.9335463047027588,-30.68676404953003,0.024519777,21664,0.9999836087226868,0.2
0.009974195200000001,0.0,0.003466796783161246,-0.11224384636376177,-0.20318942022932418,0.0,-0.03803794401270958,0.0,4463,0.553925504,0.0,-0.11189767875650218,0.0,1.3854693082810834,-0.0054438452985490875,255.29,-1.6837422055303234e-08,-0.11757121038349114,-0.007077098565978001,0.0,-0.0024389143621258926,-0.023831075146182087,-0.08425400630195225,0.0,-0.10434741447248895,0.4177152,5440,-0.16475974544610547,-0.26275996764687654,-0.013789281850924373,0.047333021357843084,-91.57554231,0.0,22465,0.0,87.65728,100270080,-0.16822530314172013,-0.5,-0.15524726319151705,0.004122876049950719,-0.32508009672164917,0.00024987417600000003,-0.006784183299168944,0.271484375,0.9334472417831421,-30.686793422698976,0.02539735,21668,0.9999872446060181,0.2
0.009972352,0.0,0.003564453030574239,-0.11455681588709193,-0.20715323307806507,0.0,-0.0389469594681739,0.0,4463,0.55390784,0.0,-0.11286738399386781,0.0,1.3934148799531487,-0.00541498547288037,256.32,-1.6856733983499416e-08,-0.11800601300493725,-0.007032165030779025,0.0,-0.0024491818318326895,-0.023864010697737574,-0.08606814377936783,0.0,-0.10437572156650886,0.417792,5441,-0.1640455265910015,-0.2686668297313856,-0.013828382147716438,0.048124418526684934,-91.70732159,0.0,22469,0.0,87.6688,100288512,-0.17193004413734042,-0.5,-0.16003856070814482,0.0045323401223868135,-0.3263089954853058,0.00024986496,-0.011374845542013646,0.25550537109375,0.9333945512771606,-30.686833763122557,0.029533172,21672,0.9999849796295166,0.2
0.0099705088,0.0,0.003564453030574239,-0.11037626501749426,-0.19877503888784365,0.0,-0.03791112698187741,0.0,4463,0.553890176,0.0,-0.11018828075786463,0.0,1.382460205578148,-0.006241649769087449,255.16,-1.7022178100657288e-08,-0.11956319252756534,-0.007492307860922464,0.0,-0.0024724499565083793,-0.023960776117601508,-0.08438997859318746,0.0,-0.10405568263479584,0.4178688,5442,-0.16702167448146418,-0.26354338896190144,-0.01398904243600874,0.04781518736227916,-91.56700704999999,0.0,22473,0.0,87.68032,100306944,-0.16732802582428064,-0.5,-0.15506920228857798,0.0028063294012099504,-0.32657429575920105,0.000249855744,-0.01172064287820831,0.245458984375,0.9333267211914062,-30.68702573776245,0.025895054,21676,0.9999908208847046,0.2
0.009968665600000001,0.0,0.0035156249068677425,-0.11186932620290535,-0.2034087332720117,0.0,-0.03883573981390024,0.0,4463,0.553872512,0.0,-0.1118028112740707,0.0,1.390161764067799,-0.00546517013212936,255.5,-1.6383285828571566e-08,-0.11794850456355259,-0.007125338594653159,0.0,-0.0024487831071206083,-0.023996594916054437,-0.0852097051971964,0.0,-0.10447887489541628,0.4179456,5443,-0.16713933326779024,-0.26604917598816186,-0.013808122450292048,0.04791686321071342,-91.5940041,0.0,22477,0.0,87.69184,100325376,-0.1686134847591207,-0.5,-0.15707594288875612,0.011417696136049926,-0.3043232858181,0.00024984652799999997,-0.00594852891517803,0.2691162109375,0.9339372515678406,-30.68999786376953,0.030929685,21680,0.9999637603759766,0.2
0.0099668224,0.0,0.0035156249068677425,-0.11093889143050037,-0.20079269381677828,0.0,-0.038920782100629166,0.0,4463,0.553854848,0.0,-0.10963035035396293,0.0,1.3809776063365742,-0.006139248276480189,256.61,-1.6958327291775732e-08,-0.11813911834311616,-0.0072481573228077335,0.0,-0.0024532443898656487,-0.023840346621951707,-0.0839355692597568,0.0,-0.10417688681543125,0.4180224,5444,-0.16645946994643235,-0.2617704778554573,-0.013826355597194882,0.047557813258705506,-91.69106037000002,0.0,22481,0.0,87.70336,100343808,-0.1674533110004879,-0.5,-0.15434183851256397,0.006894637155346573,-0.3243286907672882,0.000249837312,-0.010338697582483292,0.22479248046875,0.9338523745536804,-30.69347095489502,0.02521577,21684,0.9999726414680481,0.2
0.0099649792,0.0,0.003466796783161246,-0.11063152697305922,-0.203932705200732,0.0,-0.03931588263690679,0.0,4463,0.553837184,0.0,-0.11498113260421491,0.0,1.3829102104697926,-0.006444306150122156,256.53,-1.693977512940868e-08,-0.11876339934873587,-0.007357967581080914,0.0,-0.0024352817836684917,-0.02390448900954867,-0.08480910088574041,0.0,-0.10373813253754446,0.4180992,5445,-0.1673366496918276,-0.2627029327600937,-0.013776930852926425,0.04704480853794236,-91.67208578999998,0.0,22485,0.0,87.71488,100362240,-0.16726779987007664,-0.5,-0.15625043207796488,0.004771555995102972,-0.32219693064689636,0.000249828096,-0.009445195458829403,0.2473876953125,0.9331278204917908,-30.686844730377196,0.021955982,21688,0.9999818205833435,0.2
0.009963136000000001,0.0,0.003564453030574239,-0.11118399543412995,-0.20920584145347867,0.0,-0.04066258668091097,0.0,4463,0.55381952,0.0,-0.11756783551231005,0.0,1.3908277188248954,-0.005993176120917695,256.34,-1.6990637966637642e-08,-0.11963720998234582,-0.0072159112295223805,0.0,-0.0024778035415140964,-0.02391031508357181,-0.08570902624420779,0.0,-0.10417904941210264,0.418176,5446,-0.1697295523402871,-0.26586708095856854,-0.013976210347444111,0.047242792046930084,-91.75200346,0.0,22490,0.0,87.7264,100380672,-0.16890294929129976,-0.5,-0.15710246777382342,0.00332670008065179,-0.3306804597377777,0.00024981887999999997,-0.01123021679231897,0.23896484375,0.9327188730239868,-30.680501461029053,0.02311615,21692,0.9999874830245972,0.2
0.0099612928,0.0,0.0035156249068677425,-0.11164657520743576,-0.20423151547702476,0.0,-0.03892322381822547,0.0,4463,0.553801856,0.0,-0.11332847157443288,0.0,1.3828830954541829,-0.005847332911710693,255.97,-1.7194636259261015e-08,-0.11930218564139339,-0.007187186569222021,0.0,-0.0024839788011874926,-0.023770007482380662,-0.08467810673273003,0.0,-0.10408881119389554,0.4182528,5447,-0.17279164262861785,-0.2634037029926681,-0.013966258808705658,0.04730038743680593,-91.69977144000002,0.0,22494,0.0,87.73792,100399104,-0.16844031785478153,-0.5,-0.15538556695303882,0.0048680326086469,-0.33232489228248596,0.000249809664,-0.011795414972584694,0.2877197265625,0.9332029223442078,-30.686666107177736,0.03100561,21696,0.9999852776527405,0.2
0.0099594496,0.0,0.0035156249068677425,-0.11074078091793116,-0.20645751931425788,0.0,-0.03940757051330163,0.0,4463,0.553784192,0.0,-0.11518638145406006,0.0,1.3910177104578167,-0.0058403402880026776,256.02,-1.6949940875431544e-08,-0.11988353266417345,-0.007225673949975483,0.0,-0.002512369355793922,-0.02382093542524947,-0.08499706472487858,0.0,-0.10408731365257078,0.4183296,5448,-0.16863820313024946,-0.2654038618817409,-0.014066515300961764,0.04734183404241562,-91.70972602000002,0.0,22498,0.0,87.74944,100417536,-0.1679588334885608,-0.5,-0.15595287397554147,0.006050374871119857,-0.329076886177063,0.000249800448,-0.011491423600818961,0.28262939453125,0.9330301284790039,-30.68763017654419,0.029065704,21700,0.9999823570251465,0.2
0.009957606400000001,0.0,0.003466796783161246,-0.10744404800722639,-0.2039248842912767,0.0,-0.04037585767542219,0.0,4463,0.553766528,0.0,-0.11696039877232232,0.0,1.3797687896948432,-0.005866282994581095,256.24,-1.6581169682795832e-08,-0.11917869051461429,-0.00727517049857481,0.0,-0.002446740875733858,-0.02391389440492689,-0.08412107518688974,0.0,-0.10402142507587629,0.4184064,5449,-0.16841270383722573,-0.26210997235077593,-0.013842286197204888,0.04705198859807051,-91.74268272999998,0.0,22502,0.0,87.76096000000001,100435968,-0.16379077853660948,-0.5,-0.15446897981737356,0.00436974324984476,-0.3256126940250397,0.00024979123199999996,-0.0067264477256685495,0.2604248046875,0.9333845376968384,-30.69025287628174,0.020862157,21704,0.9999874830245972,0.2
0.0099557632,0.0,0.0035156249068677425,-0.1123852376733128,-0.20538247137196206,0.0,-0.040818429587589994,0.0,4463,0.553748864,0.0,-0.11853212220212835,0.0,1.3770072380148703,-0.005861821411426495,257.44,-1.7370551834331334e-08,-0.11844443366605598,-0.007261315935103431,0.0,-0.0024568368296143195,-0.02369612435602146,-0.08410727730404513,0.0,-0.10395910003863715,0.4184832,5450,-0.16825310591171058,-0.2632680771118625,-0.013837252686877875,0.046778267392188794,-91.97577498000001,0.0,22506,0.0,87.77248,100454400,-0.16839405271063604,-0.5,-0.1568745910660931,0.004326951131224633,-0.327715665102005,0.000249782016,-0.01034875410841778,0.24139404296875,0.9333076477050781,-30.691148471832275,0.028343912,21708,0.999984860420227,0.2
0.00995392,0.0,0.0035156249068677425,-0.10926185330116285,-0.20133177115611797,0.0,-0.04016888123846406,0.0,4463,0.5537312,0.0,-0.11529967600345503,0.0,1.3850286925630675,-0.005189544655462397,258.06,-1.7101124041733186e-08,-0.11797732890737272,-0.00692733464564552,0.0,-0.002452571452912098,-0.02367922732733413,-0.08446332588982218,0.0,-0.10391900662843775,0.41856,5451,-0.16458913933587876,-0.263169466538468,-0.013849381997867682,0.047158310497394294,-91.99357778000001,0.0,22510,0.0,87.78399999999999,100472832,-0.16500955360823555,-0.5,-0.15476611580717897,0.006286468985490501,-0.3227369487285614,0.0002497728,-0.009460410778410732,0.27293701171875,0.9336217641830444,-30.694576740264893,0.03212583,21712,0.9999797940254211,0.2
0.009952076800000001,0.0,0.003369140535748253,-0.10698647376306937,-0.19908692565112243,0.0,-0.04139297272356796,0.0,4463,0.5537135360000001,0.0,-0.11778693147921948,0.0,1.3794555578617094,-0.0061753832792828195,258.6,-1.6844327789563205e-08,-0.11679237506822966,-0.007223026002875055,0.0,-0.0024110520584961826,-0.023166082288728383,-0.08273639898800803,0.0,-0.10411744623180902,0.4186368,5452,-0.16473267530707314,-0.256910814158281,-0.013639470663218507,0.045638311930535136,-92.12990654,0.0,22514,0.0,87.79552,100491264,-0.16220474056873113,-0.5,-0.15100834996141468,0.005683231959119439,-0.32610201835632324,0.000249763584,-0.01276942085241899,0.23453369140625,0.9336954355239868,-30.699514961242677,0.030907175,21716,0.9999814629554749,0.2
0.0099502336,0.0,0.003613281154280735,-0.11056681069733193,-0.2064548991841233,0.0,-0.039381664606884845,0.0,4463,0.553695872,0.0,-0.11697418465758795,0.0,1.3948929234420446,-0.006023839309707362,257.36,-1.7101570923538874e-08,-0.12022202615926808,-0.007390234488817525,0.0,-0.002500739205072709,-0.023998818716597762,-0.08521644823693234,0.0,-0.10404341127301302,0.4187136,5453,-0.17199065659834234,-0.2655372102572115,-0.014053922552004708,0.046664410157479616,-91.94899354,0.0,22518,0.0,87.80704,100509696,-0.16788947806042176,-0.5,-0.15655073368315436,0.010081162272642056,-0.3092809319496155,0.00024975436800000003,-0.005577553630185624,0.23937174479166667,0.9332813024520874,-30.69451001485189,0.03656278,21719,0.9999661445617676,0.2
