reward_terms/stance,reward_terms/pos_pen,reward_terms/air_time,rollout/ep_rew_mean,reward_terms/upright,reward_terms/progress,reward_terms/alive,reward_terms/ang_xy,reward_terms/action_rate,time/total_timesteps,reward_terms/height,reward_terms/heading_pen,curriculum/cmd_vx_frac,reward_terms/track_heading,reward_terms/lat_vel,reward_terms/clearance,reward_terms/stance_time,time/iterations,reward_terms/track_yaw,reward_terms/hip_roll,reward_terms/track_vx,time/time_elapsed,reward_terms/torque,reward_terms/yaw_rate,curriculum/ent_coef,rollout/ep_len_mean,reward_terms/fwd_speed,reward_terms/track_pos,reward_terms/foot_slip,reward_terms/vz,time/fps,train/n_updates,train/loss,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/approx_kl
-0.1741472917784129,0.0,0.016464843622608378,-628.73059695,-1.59214507655314e-07,0.0,0.5,-2.552794383301788e-06,-0.6039609282919888,78848,0.0,0.0,0.00896,0.0,-2.0424942190561116e-08,0.10956018913711951,-0.00017159564387319342,11,0.0,-0.17148414491159264,0.0,82,-0.6719935015955433,0.0,0.01,366.84,0.01647766327482374,0.0,-0.4619163352758317,0.0,957,40,518.0396728515625,0.2,-0.0027862031711265445,0.0023498535592807457,-0.010183215141296387,0.9922015070915222,-8.468800067901611,0.000298208,1044.7698822021484,0.0012056038
-0.1626351258654077,0.0,0.016824776789040437,-632.51956453,-1.4594641425728644e-07,0.0,0.5,-2.3897306773419387e-06,-0.6044079541791559,86016,0.0,0.0,0.009856,0.0,-2.009462793652024e-08,0.10926535884094668,0.0,12,0.0,-0.16983948872236762,0.0,89,-0.6403077459286665,0.0,0.01,376.67,0.009301118393450446,0.0,-0.4648310575864891,0.0,957,44,471.6729431152344,0.2,-0.0029246325429994613,0.004130045497731771,-0.030544042587280273,0.9916936755180359,-8.465248346328735,0.0002980288,957.1591339111328,0.0014479922
-0.16539334013941825,0.0,0.015276227420794644,-623.43556938,-1.5295111329688533e-07,0.0,0.5,-2.511589129874603e-06,-0.6023816904914513,93184,0.0,0.0,0.010752,0.0,-2.0381242364676006e-08,0.10226048519455258,-9.207571357754725e-05,13,0.0,-0.17387621297828323,0.0,96,-0.6601486533881974,0.0,0.01,379.31,0.01554005938827495,0.0,-0.47278350225755933,0.0,963,48,362.37200927734375,0.2,-0.0023652448289794847,0.0016886393423192203,-0.020223379135131836,0.9911313652992249,-8.462132811546326,0.0002978496,744.7094573974609,0.0010216809
-0.1241998313846479,0.0,0.017834821092297455,-533.4103209299999,-1.4839694576946992e-07,0.0,0.5,-2.8637999097957824e-06,-0.5807017191497315,100352,0.0,0.0,0.011648,0.0,-2.219067314386246e-08,0.10030323625593321,0.0,14,0.0,-0.19111332460543043,0.0,102,-0.6171437727368414,0.0,0.01,329.26,0.040987276744193744,0.0,-0.3225318724013908,0.0,974,52,461.2653503417969,0.2,-0.002338416446946212,0.0014851887826807797,-0.03760957717895508,0.9904441237449646,-8.458360433578491,0.0002976704,940.195442199707,0.0009990366
-0.13962209792553043,0.0,0.017299107325795506,-559.61107297,-1.3891874126354585e-07,0.0,0.5,-2.5966099368542237e-06,-0.5937197594553904,107520,0.0,0.0,0.012544,0.0,-2.025034644366292e-08,0.1067529854231232,0.0,15,0.0,-0.17676790040411142,0.0,110,-0.6276998183516224,0.0,0.01,355.07,0.023498016361606647,0.0,-0.37656490492600936,0.0,972,56,406.35797119140625,0.2,-0.003227746459742775,0.0070699056959711015,-0.030298948287963867,0.9896761775016785,-8.453996539115906,0.0002974912,838.4208374023438,0.0023625577
-0.1329375997811501,0.0,0.013881138051926558,-629.65124403,-1.31403717131996e-07,0.0,0.5,-2.4656478111868416e-06,-0.5890348869955103,114688,0.0,0.0,0.01344,0.0,-2.05434846062725e-08,0.10285192769871818,0.0,16,0.0,-0.17114252923126097,0.0,117,-0.6451716505188435,0.0,0.01,414.52,0.021135448727708308,0.0,-0.4189020038479559,0.0,973,60,355.65069580078125,0.2,-0.002619717415655032,0.00583902996731922,-0.04712271690368652,0.9889382719993591,-8.449295163154602,0.000297312,727.0889739990234,0.0018621089
-0.13490348071355146,0.0,0.015348772501706012,-626.63527815,-1.3696611669241763e-07,0.0,0.5,-2.5901702318556285e-06,-0.5795201642766707,121856,0.0,0.0,0.014336,0.0,-2.1792429396108213e-08,0.09881343629290282,0.0,17,0.0,-0.1828118135353479,0.0,125,-0.6340953073957808,0.0,0.01,424.24,0.029027577850974255,0.0,-0.36355602689988104,0.0,974,64,293.5278015136719,0.2,-0.0012064738039043732,0.00022379557776730508,-0.006808638572692871,0.9883045554161072,-8.445070266723633,0.0002971328,605.5404205322266,0.00069970643
-0.13751834816145572,0.0,0.014436384288793696,-626.8822384199999,-1.3204726432705114e-07,0.0,0.5,-2.285696417628748e-06,-0.5891924997710832,129024,0.0,0.0,0.015232,0.0,-2.028446013338334e-08,0.10474685399946716,0.0,18,0.0,-0.17065581192577187,0.0,131,-0.6433447106113269,0.0,0.01,426.12,0.017424975593549077,0.0,-0.44935251997855014,0.0,979,68,337.791259765625,0.2,-0.0021507978617592016,0.0006612142133235466,-0.023210644721984863,0.9877035021781921,-8.441412925720215,0.00029695359999999996,687.8137741088867,0.0009733917
-0.12346231034726937,0.0,0.01586774581976767,-672.7914487800002,-1.3182552923261393e-07,0.0,0.5,-2.146603035686331e-06,-0.5933475554103487,136192,0.0,0.0,0.016128,0.0,-1.8603567043786773e-08,0.1070615336919374,0.0,19,0.0,-0.1598467123168364,0.0,139,-0.6553601115032828,0.0,0.01,460.46,0.011295698891463405,0.0,-0.44599876032989594,0.0,979,72,379.11114501953125,0.2,-0.001998129595449427,0.0017496744403615594,-0.04293060302734375,0.9872355461120605,-8.437970995903015,0.0002967744,755.3730926513672,0.0010542822
-0.10970392239864027,0.0,0.015125558403919317,-697.7206275699999,-1.3095537427354196e-07,0.0,0.5,-2.4371263164470078e-06,-0.5791221010542813,143360,0.0,0.0,0.017024,0.0,-2.0844163301513508e-08,0.10118490579623077,0.0,20,0.0,-0.17573253860049887,0.0,146,-0.6278972856838917,0.0,0.01,489.76,0.014474880509021454,0.0,-0.34708011215906376,0.0,978,76,323.2027282714844,0.2,-0.0008831299837765982,0.0,-0.0578688383102417,0.9867527484893799,-8.43527901172638,0.0002965952,688.480712890625,0.00033653807
-0.11312195937541135,0.0,0.01737444242462516,-731.3075317299999,-1.4283774011798108e-07,0.0,0.5,-2.149942591694076e-06,-0.5984733376205246,150528,0.0,0.0,0.01792,0.0,-1.967465757371111e-08,0.111763052869073,0.0,21,0.0,-0.15654203616176848,0.0,152,-0.6747758271304961,0.0,0.01,521.57,0.00573604150468177,0.0,-0.42498602809883745,0.0,984,80,305.7343444824219,0.2,-0.0017119716694651288,8.138021075865254e-05,0.15780186653137207,0.9862152934074402,-8.432130932807922,0.000296416,615.9800262451172,0.0005476582
-0.10510133358314301,0.0,0.012935268027441842,-773.6372701800001,-1.148864815202571e-07,0.0,0.5,-2.3392101475708448e-06,-0.5641467695651373,157696,0.0,0.0,0.018816,0.0,-2.230205048039953e-08,0.0931358650070986,0.0,22,0.0,-0.18280717068688923,0.0,160,-0.6251294011911458,0.0,0.01,556.99,0.03200995014110836,0.0,-0.32295754715248354,0.0,984,84,292.7025146484375,0.2,-0.0010489109581612865,0.0,-0.10038316249847412,0.9857738018035889,-8.429019093513489,0.0002962368,601.6650085449219,0.00026479972
-0.08089162783092427,0.0,0.013261718791909516,-783.5574069300002,-1.1762903927866963e-07,0.0,0.5,-2.37247965122472e-06,-0.5547610786935755,164864,0.0,0.0,0.019712,0.0,-2.2036674924335612e-08,0.08513951622374312,0.0,23,0.0,-0.18017008681811283,0.0,167,-0.6037898118145838,0.0,0.01,570.4,0.039227145687745206,0.0,-0.24280916332115823,0.0,985,88,279.04534912109375,0.2,-0.002576225233497098,0.0019327799091115594,0.3432105779647827,0.9853334426879883,-8.426435708999634,0.0002960576,568.4797821044922,0.0012794582
-0.09037475860154412,0.0,0.014185268024448305,-816.8384475099999,-1.214446350212016e-07,0.0,0.5,-2.239223003338019e-06,-0.5554383072508894,172032,0.0,0.0,0.020608,0.0,-2.0503043334270054e-08,0.09689216641316775,-9.207571357754725e-05,24,0.0,-0.16941186534341232,0.0,173,-0.6335596642206686,0.0,0.01,612.53,0.02102404645380617,0.0,-0.2913677031038103,0.0,989,92,220.39364624023438,0.2,-0.002541050773288589,0.009307861135312123,0.33286917209625244,0.9848120808601379,-8.423569798469543,0.0002958784,466.3081245422363,0.0028744463
