time/iterations,reward_terms/fwd_speed,time/time_elapsed,curriculum/stance_ratio,reward_terms/upright,reward_terms/energy,reward_terms/stop,reward_terms/stance_time,curriculum/eff_scale,reward_terms/vz,time/total_timesteps,reward_terms/time,reward_terms/angmom,reward_terms/overrun,curriculum/ent_coef,reward_terms/height,reward_terms/foot_slip,curriculum/sprint_dist_m,reward_terms/hip_roll,reward_terms/lat_vel,reward_terms/assist_pen,reward_terms/stance,curriculum/pitch_armature,rollout/ep_rew_mean,rollout/ep_len_mean,reward_terms/alive,reward_terms/torque,reward_terms/motor_vel,reward_terms/coef_rate,reward_terms/clearance,reward_terms/ang_xy,reward_terms/action_rate,time/fps,reward_terms/phase_contact,reward_terms/air_time,reward_terms/residual,train/value_loss,train/clip_range,train/std,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction
1782,2.2746298931202795,11111,0.59528768,-0.26522148676498314,-0.031148038659231953,0.0,-0.0012782075371231055,0.5471232,-0.38046554943839206,32845824,-0.5,-0.10367952648900534,0.0,0.006866560000000001,-0.09141732020008717,-0.5197859954185672,100.0,-0.1052950773723899,-1.9233937567414294e-08,0.0,-0.11444476475065984,0.0,-81.29842629,61.72,0.0,-0.35029925996666544,-0.007984856944000094,-0.5955625745422883,0.1956066583582647,-0.4785643978082413,-0.1422632535894957,2956,-0.3747368037825673,0.006671007767888821,-0.28255397514128233,10.248084831237794,0.2,1.000767469406128,-0.0020098647102713583,0.9743029475212097,0.0003,-34.06253433227539,0.03955791,40187,5.994697570800781,0.2728271484375
1783,2.2892630004337158,11117,0.5952569600000001,-0.2658679327428205,-0.03114349538179291,0.0,-0.001165360690922373,0.5474304,-0.38233151816610905,32864256,-0.5,-0.10776035504493907,0.0,0.0068591872,-0.09189262426412192,-0.5148544490856657,100.0,-0.10455205087675201,-3.077532732441224e-08,0.0,-0.1148642408564988,0.0,-81.96751067999999,62.25,0.0,-0.35154256836652864,-0.007958883157446346,-0.5934006263675884,0.19619454527281674,-0.4804813399924075,-0.14210324341939748,2956,-0.3702456360589458,0.00670898518162883,-0.2822678904063138,13.30066876411438,0.2,1.0019174814224243,-0.01230469667352736,0.9652502536773682,0.0003,-34.07627983093262,0.03812892,40191,7.036686897277832,0.33096923828125
1784,2.2784838615338803,11123,0.59522624,-0.2666638743056311,-0.03134186545471393,0.0,-0.0012836328727037956,0.5477376,-0.3849102259579429,32882688,-0.5,-0.11021438187228388,0.0,0.0068518144,-0.09160434056749656,-0.5202370932481251,100.0,-0.10571412036124503,-2.3349535448408265e-08,0.0,-0.11264901169246334,0.0,-83.53518145,62.25,0.0,-0.35355129207677866,-0.007980387423463096,-0.5946115069696326,0.194668232114028,-0.4835087309174902,-0.14205882513719323,2956,-0.37090290308321405,0.006409505928685475,-0.2823144297147596,9.987781071662903,0.2,1.0017662048339844,-0.01204656857298687,0.9738010168075562,0.0003,-34.073855781555174,0.035911012,40195,5.250468730926514,0.3066650390625
1785,2.274762408332701,11129,0.5951955200000001,-0.2637670958136546,-0.03109447555886533,0.0,-0.0011273833838964088,0.5480448,-0.3841868638760993,32901120,-0.5,-0.10335492052672142,0.0,0.006844441600000001,-0.09049655698964079,-0.5156067261109176,100.0,-0.10459492510517908,-1.830733510541627e-08,0.0,-0.11339624054220591,0.0,-82.15929584,62.13,0.0,-0.35145352955993425,-0.007985256841811854,-0.5976914499106248,0.19530615452567543,-0.47760954404103173,-0.14245487200095674,2956,-0.37178711782055746,0.006855469652994846,-0.2825219687476984,12.36190185546875,0.2,1.0016332864761353,-0.011596270522568375,0.9686894416809082,0.0003,-34.071573448181155,0.038784284,40199,5.820648670196533,0.3364990234375
1786,2.289272075603338,11135,0.5951648,-0.2624367166427396,-0.03128225982379872,0.0,-0.001229922109309377,0.548352,-0.38171771922440784,32919552,-0.5,-0.10336664294998579,0.0,0.0068370688,-0.09010188195887854,-0.5129391113104408,100.0,-0.10341038042505789,-2.1883053256272993e-08,0.0,-0.11551169714640436,0.0,-82.03519268,61.75,0.0,-0.3507625213725521,-0.007996317955301098,-0.5942180441361489,0.19650703210609116,-0.4739056749976575,-0.1428188075381963,2956,-0.37238286054524733,0.006617839318803615,-0.28219992667572447,10.439384827247032,0.2,1.0007946491241455,-0.005543800608183329,0.9734407067298889,0.0003,-34.063108884371246,0.044175472,40202,4.192929744720459,0.28842397836538464
1787,2.2605819148789266,11141,0.59513408,-0.2573763961561717,-0.03114878823303889,0.0,-0.0012689844782774646,0.5486592,-0.3756445677214265,32937984,-0.5,-0.1014662104924484,0.0,0.0068296960000000006,-0.0874545171588566,-0.520009752770166,100.0,-0.10477005180620365,-2.4734454181362837e-08,0.0,-0.11400637283666643,0.0,-82.17561298000001,62.45,0.0,-0.3512369749421127,-0.00806745360097264,-0.5964948771860725,0.19368276773171036,-0.47625930088823076,-0.14236507359325545,2956,-0.3735271403767697,0.0067415372888919795,-0.28246441158850133,13.814195013046264,0.2,1.0012630224227905,-0.011685088195372373,0.9647475481033325,0.0003,-34.06763801574707,0.03398978,40206,8.33803939819336,0.326123046875
1788,2.2786361173214504,11148,0.5951033600000001,-0.25895551854553983,-0.031187927075813224,0.0,-0.0012608464878414655,0.5489664,-0.3837182861121101,32956416,-0.5,-0.10501929592459369,0.0,0.0068223232,-0.08910296785828015,-0.5138562051428328,100.0,-0.10459645200920638,-2.0853569346256743e-08,0.0,-0.11570087160122244,0.0,-82.35327949,61.93,0.0,-0.35099066513111565,-0.008013998731859205,-0.5967422293810345,0.19583018997188903,-0.4769062083386209,-0.14225645827996006,2956,-0.3710923457395038,0.00665798692433681,-0.28253937755072317,16.938251161575316,0.2,1.0006951093673706,-0.012775138695724308,0.9554972052574158,0.0003,-34.06104774475098,0.03282218,40210,6.209261417388916,0.2742919921875
1789,2.260990968594304,11154,0.59507264,-0.2607168885535612,-0.03137969266056609,0.0,-0.0012727822080099334,0.5492736,-0.37845298995679233,32974848,-0.5,-0.10574474158272656,0.0,0.0068149504,-0.08932206751330322,-0.5254880437107508,100.0,-0.10507710732057458,-2.3145428368626377e-08,0.0,-0.1141576984443515,0.0,-82.7636782,61.89,0.0,-0.35233831213475253,-0.008060062622655477,-0.5970045060460498,0.19349920277385968,-0.48148339675250945,-0.1428657968068571,2956,-0.3733799998634771,0.0067003046375854565,-0.2824713157496488,14.852879428863526,0.2,1.0004823207855225,-0.011979226116091013,0.9617257118225098,0.0003,-34.055707931518555,0.03476786,40214,7.01082181930542,0.2939697265625
1790,2.280649065576474,11160,0.59504192,-0.2559979972833129,-0.031146155985758896,0.0,-0.0012456555624440727,0.5495808,-0.3819573565699448,32993280,-0.5,-0.10541497440318241,0.0,0.0068075776,-0.08754882025600903,-0.5159918511529233,100.0,-0.10367068426732634,-2.231317938201372e-08,0.0,-0.110905869517928,0.0,-81.61903663999999,62.62,0.0,-0.35362364998888896,-0.008033379020863166,-0.5934699451411681,0.19543477819445668,-0.47616552363376324,-0.14244873454358611,2956,-0.3695983190204597,0.006911893239400039,-0.28243021729996953,15.159040355682373,0.2,1.0007306337356567,-0.011222623428329826,0.9602878093719482,0.0003,-34.05686740875244,0.034006167,40218,7.774620532989502,0.2925048828125
1791,2.2551054492202023,11190,0.5950112000000001,-0.24917328080388934,-0.03107260808519942,0.0,-0.0012901432572915736,0.549888,-0.37814047455920696,33011712,-0.5,-0.09879775369780058,0.0,0.0068002048,-0.08436848858080405,-0.5099368540019424,100.0,-0.1037771183145013,-1.7098637715545472e-08,0.0,-0.11492414712355181,0.0,-82.19121425000002,62.39,0.0,-0.3515781959184881,-0.008063065645980926,-0.595500256866967,0.1949003907283803,-0.4690921858843315,-0.14272202049617397,2949,-0.37349116368841256,0.006966146763362404,-0.2824920310223603,7.595515561103821,0.2,1.0019279718399048,-0.010889739822596311,0.9787683486938477,0.0003,-34.070604133605954,0.03839621,40222,2.269486427307129,0.3053466796875
1792,2.2648555038741143,11196,0.59498048,-0.25406351663332855,-0.03118846679288762,0.0,-0.0013346309618403514,0.5501952,-0.38130551238628096,33030144,-0.5,-0.09848081525890628,0.0,0.006792832,-0.0869639666588942,-0.5151581013396167,100.0,-0.10450530138213626,-2.274061209244704e-08,0.0,-0.11423157399805176,0.0,-82.16016094000001,61.66,0.0,-0.3528701176522153,-0.008055763506387155,-0.593430466498506,0.19620683675210981,-0.470959200525312,-0.14293040870015855,2949,-0.3747090393262044,0.006764323783702114,-0.2826152540776212,10.716463899612426,0.2,1.0020484924316406,-0.010730111045995727,0.9709977507591248,0.0003,-34.076121139526364,0.04098429,40226,4.202734470367432,0.3476806640625
1793,2.2587394337854967,11203,0.59494976,-0.25289411731687156,-0.031108080727947136,0.0,-0.0013498218775364673,0.5505024,-0.38072834301108116,33048576,-0.5,-0.10023942758093163,0.0,0.0067854592,-0.08653453016425577,-0.5133084808995512,100.0,-0.10527055524465882,-1.9815788936611246e-08,0.0,-0.11559302474059543,0.0,-82.40532055,61.3,0.0,-0.34938646127102824,-0.008092615379310388,-0.5961016578437162,0.1949589306371847,-0.47202713986074823,-0.1422050869170523,2949,-0.3758372149415547,0.007034506141078762,-0.28278849531147704,10.850223965115017,0.2,1.0005826950073242,-0.0007993582791338364,0.9720767140388489,0.0003,-34.06102413601346,0.038722865,40228,5.5229573249816895,0.2549913194444444
1794,2.257710056725804,11209,0.5949190400000001,-0.2523589514171956,-0.031026471051359306,0.0,-0.0013698955946084526,0.5508096,-0.3811614045955054,33067008,-0.5,-0.10092669879827584,0.0,0.0067780864,-0.0864777556677136,-0.5132314904248706,100.0,-0.10322938590038501,-1.7570379579891395e-08,0.0,-0.11556161950223724,0.0,-83.01910344999999,61.85,0.0,-0.35092243620073743,-0.008050740150155411,-0.5917327899067468,0.1940331695501842,-0.47289902277717094,-0.14267015380236703,2949,-0.37652088820706403,0.006981337717863628,-0.28249492609206567,15.714249992370606,0.2,1.0012335777282715,-0.010596803098451346,0.9578894972801208,0.0003,-34.06729698181152,0.03350363,40232,7.124528884887695,0.3114501953125
1795,2.2596922716353394,11215,0.59488832,-0.25010014522057794,-0.031087478551125498,0.0,-0.0013850865232396042,0.5511168,-0.3818002634239474,33085440,-0.5,-0.1024951164712476,0.0,0.0067707136000000005,-0.08427628950724178,-0.5094571799857027,100.0,-0.10339832959164577,-1.8548852520652073e-08,0.0,-0.1136002711067071,0.0,-84.38459584,61.94,0.0,-0.35124305567892183,-0.008067408498505018,-0.5896133165729556,0.19595457004145345,-0.4684137657742584,-0.14256505177783024,2950,-0.37152465283544195,0.0069921884213625975,-0.2824386884390665,10.229728531837463,0.2,1.0015130043029785,-0.012534116220194846,0.9724096655845642,0.0003,-34.06752948760986,0.036529846,40236,3.750960111618042,0.31312255859375
1796,2.2526023879792962,11221,0.5948576,-0.25050266490982787,-0.031089711921335014,0.0,-0.001336258557987296,0.551424,-0.37610392921856123,33103872,-0.5,-0.10034164170114945,0.0,0.0067633408,-0.08425769277305478,-0.5150453835910893,100.0,-0.10374589359710334,-1.8747994363302716e-08,0.0,-0.11416472417014477,0.0,-82.19087041,61.33,0.0,-0.3498332883111099,-0.00809494661067948,-0.5930842399371803,0.1948137410913603,-0.47069056482559685,-0.14289825705154194,2950,-0.37348062952987726,0.006984592916625034,-0.2823875795237883,9.478123765242728,0.2,1.0010921955108643,-0.009846069090264408,0.9749478697776794,0.0003,-34.06608420924137,0.04284601,40240,4.666926383972168,0.35345137746710525
1797,2.2540816326739654,11227,0.5948268800000001,-0.24729031483979202,-0.031179660135683,0.0,-0.001353619610502695,0.5517312,-0.37478184079074384,33122304,-0.5,-0.0971512122232571,0.0,0.006755968,-0.08321998271652616,-0.5143379498005459,100.0,-0.10347916044786243,-1.623729354767618e-08,0.0,-0.11609149764621812,0.0,-81.95290256999999,61.45,0.0,-0.35067921095429766,-0.00810478270096553,-0.5935282021797916,0.19510223090744624,-0.46643415557861384,-0.14347108381106274,2950,-0.3753061000208926,0.007153863811658489,-0.2824756063962119,9.76723039150238,0.2,1.0003893375396729,-0.0006882970337755978,0.9746707677841187,0.0003,-34.05757761001587,0.038403243,40242,4.307987689971924,0.2269287109375
1798,2.26327058683831,11233,0.59479616,-0.2502037395234693,-0.031109116668190367,0.0,-0.001388884252972073,0.5520384,-0.37635220670337527,33140736,-0.5,-0.10088901719640549,0.0,0.0067485952000000005,-0.0837627365013508,-0.5116712985123353,100.0,-0.10322447354979976,-1.8087107739502025e-08,0.0,-0.11423053387122886,0.0,-82.00170098999999,61.66,0.0,-0.350641982551894,-0.008094757406164452,-0.5921008586742084,0.19433437941510365,-0.4706667743990329,-0.14297481472159537,2950,-0.3762928050747856,0.007038846372678462,-0.28214233707957603,10.243475047024814,0.2,1.000480055809021,-0.004014204975894906,0.9739477038383484,0.0003,-34.058567393909804,0.048784886,40245,6.697729110717773,0.2912375710227273
1799,2.2759268904689827,11239,0.59476544,-0.25661788360843857,-0.031252140764722325,0.0,-0.0013167273718863726,0.5523456,-0.38075928655836305,33159168,-0.5,-0.10135218724484113,0.0,0.0067412224,-0.08763109181122532,-0.5088865791923373,100.0,-0.1032936812802372,-1.889594876022319e-08,0.0,-0.11418653702333866,0.0,-81.75502902,62.81,0.0,-0.3516751317762757,-0.008050840313063256,-0.5912890340347489,0.1952323049864051,-0.4705653250052456,-0.14308398283642018,2950,-0.3731277275348728,0.007017144965680523,-0.28249585599825144,8.137554308947395,0.2,1.0015943050384521,-0.00960522418951287,0.9785527586936951,0.0003,-34.06897331686581,0.043819763,40249,3.069826364517212,0.32913028492647056
1800,2.259108354198686,11245,0.59473472,-0.26377481986158713,-0.031376498881657985,0.0,-0.0012858030030555609,0.5526528,-0.3803116083494282,33177600,-0.5,-0.1075834667989718,0.0,0.0067338496,-0.08970311056320338,-0.5179048182321828,100.0,-0.10308035300135746,-2.321211011861261e-08,0.0,-0.1153128906721436,0.0,-87.03911076,61.06,0.0,-0.3522123245256333,-0.008047746214005171,-0.5943648765266634,0.19388494184969765,-0.4773498628754395,-0.14344873007398673,2950,-0.37147546549478794,0.006355252456463252,-0.28210719162774295,9.857722282409668,0.2,1.0007741451263428,-0.0012382488613101568,0.9751574993133545,0.0003,-34.06029059670188,0.04738947,40252,5.611601829528809,0.29008345170454547
1801,2.2880776819052384,11251,0.594704,-0.2628037989234249,-0.031374645786790764,0.0,-0.0012673568788967612,0.55296,-0.37926782628678607,33196032,-0.5,-0.1066454580025245,0.0,0.006726476800000001,-0.09110651141719778,-0.5169311382022888,100.0,-0.10235351253932917,-1.9554873989152534e-08,0.0,-0.1149782489678451,0.0,-81.52224031,62.29,0.0,-0.35308826634613955,-0.008013087273134774,-0.5908482323573379,0.1953997710611869,-0.47822642837977825,-0.1430912694901369,2950,-0.3726828684484047,0.006716580686366392,-0.2822382546161556,18.720640468597413,0.2,1.001244306564331,-0.009589314006734639,0.9504895806312561,0.0003,-34.0666618347168,0.031914502,40256,8.344096183776855,0.3082763671875
1802,2.2922744132136086,11258,0.5946732800000001,-0.26449209843111515,-0.031454919200072165,0.0,-0.001330290694669303,0.5532672,-0.38305203497319285,33214464,-0.5,-0.10886772454390446,0.0,0.006719104,-0.09250958290882343,-0.5146943364354646,100.0,-0.10233664287325271,-2.374787687388856e-08,0.0,-0.11364394492238665,0.0,-81.73431624,62.08,0.0,-0.355168059279958,-0.008011195490167773,-0.5935778651435079,0.1955795140818098,-0.4800403559931017,-0.14310250359509993,2950,-0.3708088998409195,0.006440973009577849,-0.2823080775225733,9.313751816749573,0.2,1.0011003017425537,-0.012189719558227808,0.9750738143920898,0.0003,-34.065350723266604,0.038810693,40260,2.723240375518799,0.298291015625
1803,2.2869219017564557,11264,0.59464256,-0.26112437178708725,-0.031540780343858044,0.0,-0.0013248653655561309,0.5535744,-0.38090855934938295,33232896,-0.5,-0.11007016695648304,0.0,0.0067117312,-0.09154994528930151,-0.5136635631030317,100.0,-0.10310844054755265,-2.2301048931906837e-08,0.0,-0.11490747831586365,0.0,-81.42881874999999,62.45,0.0,-0.35514649107136415,-0.00803245404987133,-0.5891729484646266,0.19443399050492105,-0.48042289146647577,-0.1427998280774355,2950,-0.3714607753831117,0.0064171014237217605,-0.28205171288345793,10.46952748298645,0.2,1.0005288124084473,-0.0029097558581270278,0.9733612537384033,0.0003,-34.056209564208984,0.043568023,40263,4.6866326332092285,0.2870686848958333
1804,2.2728943245657387,11270,0.59461184,-0.26795870395161814,-0.031507447732157315,0.0,-0.001350906945946109,0.5538816,-0.3848348240810721,33251328,-0.5,-0.11087160264425637,0.0,0.0067043584,-0.0906413481108074,-0.509208286134914,100.0,-0.10371552699734284,-2.0339676152437867e-08,0.0,-0.11474895952151415,0.0,-82.84446032,61.9,0.0,-0.3545579674820033,-0.0080585123614437,-0.5915638300721711,0.19435855778507571,-0.48197978314057327,-0.1427428094053995,2950,-0.3705516251538054,0.0064040806028060615,-0.2822467048723386,12.873549461364746,0.2,1.0005900859832764,-0.0011998704168945551,0.9678735733032227,0.0003,-34.05821533203125,0.03892731,40265,6.2116899490356445,0.2782470703125
1805,2.292545300276085,11276,0.5945811200000001,-0.27068206507753606,-0.0315850081130573,0.0,-0.0013308332321078826,0.5541888,-0.3879530813572678,33269760,-0.5,-0.11227045401520923,0.0,0.0066969856,-0.09441348307342516,-0.5206284007416533,100.0,-0.10339022208980178,-2.1144931469443817e-08,0.0,-0.11385166489187405,0.0,-82.21777793000001,62.4,0.0,-0.3554020659122225,-0.008015169045972652,-0.5933007875052594,0.19515590407364874,-0.4833169229629041,-0.14222018566642347,2950,-0.36996136204370256,0.006185981548494763,-0.28227886686431336,13.56052017211914,0.2,1.000688076019287,-0.0037956705782562494,0.9663276672363281,0.0003,-34.061072540283206,0.038131975,40267,5.978583812713623,0.2427734375
1806,2.299162610723742,11282,0.5945504,-0.27106598066414506,-0.031502173486587806,0.0,-0.0012483682237668997,0.554496,-0.3837767684761719,33288192,-0.5,-0.10862901522262926,0.0,0.0066896128,-0.09251530111888012,-0.5127974125257811,100.0,-0.10242028816669677,-2.2471563104292438e-08,0.0,-0.11314513875590874,0.0,-81.99592477,62.14,0.0,-0.3548773508285102,-0.00800540788068762,-0.5871213820751688,0.19690275832846615,-0.4783839436621149,-0.14216969461322987,2950,-0.37009890260713496,0.006460504143938629,-0.28199767828047484,11.353733921051026,0.2,1.0013525485992432,-0.013336964137852191,0.9706042408943176,0.0003,-34.06799812316895,0.032682378,40271,4.69500207901001,0.27249755859375
1807,2.281633535942271,11288,0.59451968,-0.2682085172424794,-0.03159722255451227,0.0,-0.0013216101700284828,0.5548032,-0.3821373871015662,33306624,-0.5,-0.1127226568360318,0.0,0.006682240000000001,-0.09294247653878206,-0.5163808922502988,100.0,-0.1036182223843052,-2.216138224747262e-08,0.0,-0.11415110737780562,0.0,-82.12152378,62.52,0.0,-0.3565400498543087,-0.008093007179157168,-0.5908201847047005,0.19379475338579433,-0.4880049455309661,-0.14312757582092075,2950,-0.3732032034067663,0.006457249051891267,-0.2821184274055992,11.27326602935791,0.2,1.0013870000839233,-0.010767687717452646,0.9717945456504822,0.0003,-34.06623249053955,0.04036521,40275,4.092846393585205,0.34573974609375
1808,2.296039119071154,11294,0.5944889600000001,-0.26983455035969905,-0.03152791903387284,0.0,-0.0012695270124822855,0.5551104,-0.3923041062996534,33325056,-0.5,-0.11546834757839,0.0,0.0066748672,-0.09290107621033587,-0.5103185393562965,100.0,-0.10282845393594182,-2.064605140677873e-08,0.0,-0.11107321804952126,0.0,-81.83143154,62.3,0.0,-0.356683725944819,-0.008053507055479095,-0.5887036942797143,0.19626537026728103,-0.4828428382537897,-0.1420754260472534,2950,-0.3682763119868088,0.006592882729213064,-0.281810217925407,8.88817572593689,0.2,1.0009756088256836,-0.01172655873815529,0.9775617122650146,0.0003,-34.0630500793457,0.03904821,40279,3.175323486328125,0.3251708984375
1809,2.3005674304726553,11301,0.59445824,-0.26288251766011617,-0.03165168662172237,0.0,-0.0011724136194162485,0.5554176,-0.38608694588721265,33343488,-0.5,-0.11077658750644423,0.0,0.0066674944,-0.09175202179134219,-0.4990049998657291,100.0,-0.101651159221796,-2.2742422955589744e-08,0.0,-0.11283549159795896,0.0,-81.87187717,62.9,0.0,-0.3578747667807488,-0.008067797547138933,-0.5862255297687704,0.19494476696675908,-0.4809752064948973,-0.14239145178658108,2950,-0.3690712750325498,0.00664388106088154,-0.28176328812865326,11.107920039783824,0.2,1.0001540184020996,-0.003126822073351253,0.9733049869537354,0.0003,-34.05152338201349,0.04509578,40282,4.733062267303467,0.2682439630681818
1810,2.2894000448205496,11307,0.59442752,-0.26439557742730346,-0.031599868774390194,0.0,-0.0012586763542559412,0.5557248,-0.3840028419827941,33361920,-0.5,-0.10995937454163843,0.0,0.006660121600000001,-0.09040014357899112,-0.5130115693187498,100.0,-0.10219228707447693,-1.9662841795204792e-08,0.0,-0.11448764389397195,0.0,-82.31137346999999,62.14,0.0,-0.35608940078361623,-0.008112071264134138,-0.589636319883073,0.195713233038583,-0.48070378974309425,-0.14296530501105284,2950,-0.3705532655882219,0.006717665764477311,-0.2820061554635202,7.729108500480652,0.2,1.0013368129730225,-0.0093164948746562,0.9809458255767822,0.0003,-34.062644958496094,0.03917619,40286,4.362058639526367,0.3323486328125
1811,2.294878696045043,11313,0.5943968000000001,-0.27505120997668464,-0.03185537314048502,0.0,-0.0012044230760592553,0.556032,-0.3893470355128275,33380352,-0.5,-0.1187277481402836,0.0,0.0066527488,-0.09454284354533521,-0.5115083671529873,100.0,-0.10337407955026284,-2.4779057340520527e-08,0.0,-0.11274782826334181,0.0,-82.06562353000001,62.97,0.0,-0.35871313253259196,-0.00810174799422731,-0.588897236814389,0.19433552578597812,-0.4915909391691632,-0.14294705727286097,2950,-0.3661719226585568,0.006213108300774668,-0.2813126489730543,6.910392141342163,0.2,1.001649260520935,-0.012195576319936664,0.982512354850769,0.0003,-34.065209007263185,0.039369084,40290,4.001491069793701,0.35535888671875
1812,2.2865232611008697,11319,0.59436608,-0.2669478998611757,-0.03160589737598735,0.0,-0.001276579940976161,0.5563392,-0.38885674565766204,33398784,-0.5,-0.1155687821522798,0.0,0.006645376,-0.09074454045340602,-0.5087700230809159,100.0,-0.10333560578621677,-2.2571163300718166e-08,0.0,-0.1109739935005733,0.0,-83.20576395,62.89,0.0,-0.35778609845559217,-0.008095245564987738,-0.5891894129517462,0.1942611065267133,-0.4852832438259841,-0.14240742254555538,2950,-0.3677277971909085,0.006572266390624766,-0.2814486862082922,12.213707773309006,0.2,1.0017385482788086,-0.010831107722448283,0.9693498611450195,0.0003,-34.073933250025696,0.043484084,40294,5.343623638153076,0.33844315378289475
1813,2.294616106872709,11325,0.5943353600000001,-0.2691618722967445,-0.03164959355929326,0.0,-0.001200082795953171,0.5566464,-0.39375315966880087,33417216,-0.5,-0.1140104714798121,0.0,0.0066380032,-0.09238312136761789,-0.5047155388962614,100.0,-0.10333325084445176,-2.3434099705667296e-08,0.0,-0.1148367386157487,0.0,-81.64901286999999,62.68,0.0,-0.35706383534480163,-0.008074077956006653,-0.5849647912738702,0.194554914400742,-0.4830027022323741,-0.14249547614212918,2950,-0.36836270215972516,0.0070627178938593715,-0.2819157226330795,10.975525903701783,0.2,1.0014417171478271,-0.012296448275446892,0.9727576375007629,0.0003,-34.071725082397464,0.03694832,40298,4.209609508514404,0.33955078125
1814,2.2859159534286944,11331,0.59430464,-0.2670988450596872,-0.03192873403979496,0.0,-0.0013237803003802481,0.5569536,-0.38758092178498965,33435648,-0.5,-0.11669338110625634,0.0,0.0066306304,-0.09418403302646786,-0.5134027421803742,100.0,-0.10309164355939288,-1.951777855128936e-08,0.0,-0.11523108607980045,0.0,-81.56392206000001,62.2,0.0,-0.36115405420925056,-0.008108636937057734,-0.5912683732258502,0.1929696778153745,-0.4909230975272545,-0.14306632018483137,2950,-0.36854465927433916,0.006112196844898992,-0.28168009392247056,7.731702613830566,0.2,1.0009821653366089,-0.009282807866111398,0.9815308451652527,0.0003,-34.06418876647949,0.042507254,40302,4.996756076812744,0.339453125
1815,2.307838590491435,11338,0.59427392,-0.2678575057374551,-0.03176184270556418,0.0,-0.0012662718201883966,0.5572608,-0.3898953057913251,33454080,-0.5,-0.1113003361936811,0.0,0.0066232576,-0.09227633978100651,-0.5051169506509838,100.0,-0.10181560615797261,-1.935413377541828e-08,0.0,-0.11221051675848608,0.0,-80.26859099,62.69,0.0,-0.35773175431578036,-0.008100942022494671,-0.588888894876729,0.1958632286614374,-0.48248010548606657,-0.14296920289998577,2950,-0.3697646290928433,0.006885851536127221,-0.2815970570868481,13.526951356367631,0.2,1.0001301765441895,-0.004896318624642762,0.968123197555542,0.0003,-34.05101810802113,0.04631653,40305,7.362992763519287,0.269775390625
1816,2.2780909598937606,11344,0.5942432000000001,-0.26979121440467574,-0.03149450162972816,0.0,-0.0012868880617639257,0.557568,-0.3954457287473838,33472512,-0.5,-0.11457207283462163,0.0,0.0066158848,-0.09135041163663922,-0.5052354505122567,100.0,-0.10226993274771692,-2.0260411191996018e-08,0.0,-0.11280720661240168,0.0,-81.6817694,62.86,0.0,-0.35572302729026783,-0.008111640372343042,-0.5891578479916176,0.19414173355514874,-0.4832879378855931,-0.14250851746554377,2950,-0.368331650401281,0.006600478208080555,-0.2814593191965503,9.716516470909118,0.2,1.00077486038208,-0.010931771458126604,0.976474940776825,0.0003,-34.05621395111084,0.039121356,40309,4.368939399719238,0.326318359375
1817,2.2584809401114714,11350,0.59421248,-0.2680531093898832,-0.03163941171063784,0.0,-0.0013004513942481328,0.5578752,-0.3961738743519868,33490944,-0.5,-0.1170297991911854,0.0,0.006608512,-0.0911628587026647,-0.503039331302785,100.0,-0.10287057663038905,-2.2463942811880838e-08,0.0,-0.11400255213126265,0.0,-83.74000626000002,62.4,0.0,-0.35782608911026237,-0.008183991384314221,-0.5906206165095734,0.19185099369105382,-0.4889954675145059,-0.14291232555505087,2950,-0.3696063817075777,0.006411676075206035,-0.28180456198781734,12.141337047923695,0.2,0.9997941851615906,-0.005841452459042723,0.9704381823539734,0.0003,-34.04624280062589,0.045477524,40312,4.893374919891357,0.24833540482954544
1818,2.2924038846286487,11356,0.59418176,-0.26177694519619116,-0.03147825259613632,0.0,-0.0013194400364429587,0.5581824,-0.3863223224868575,33509376,-0.5,-0.11087879060783012,0.0,0.0066011392,-0.08892356473957821,-0.5000880139181461,100.0,-0.1030074668972372,-2.2342280178421643e-08,0.0,-0.1142401884564382,0.0,-80.27145137999999,62.7,0.0,-0.35601298743822585,-0.008126222076682966,-0.5872150189092682,0.1944238376213072,-0.47972314978344804,-0.14190983181373548,2950,-0.3695800852794602,0.006873915799789959,-0.2819291003482639,13.359162998199462,0.2,1.0003950595855713,-0.011586801032535732,0.9671424031257629,0.0003,-34.04829158782959,0.035757147,40316,6.958297252655029,0.32869873046875
1819,2.262846166555766,11362,0.5941510400000001,-0.26175354584799126,-0.031421001657021275,0.0,-0.0013829163864203212,0.5584896,-0.39029296438405064,33527808,-0.5,-0.10820896302163657,0.0,0.006593766399999999,-0.08781159356187979,-0.5078939434878971,100.0,-0.10194019984944441,-2.132446662715852e-08,0.0,-0.11413014866376714,0.0,-81.8673992,62.87,0.0,-0.35492227709375423,-0.008136880223572682,-0.5903734401777488,0.19362221673952928,-0.4770378277848509,-0.14220776643352007,2950,-0.3723137178091907,0.0066200095235318356,-0.2816894450579999,9.335807176736685,0.2,1.0003584623336792,-0.006907910807058215,0.9769325852394104,0.0003,-34.050902733436,0.043708682,40319,4.644920825958252,0.291015625
