time/iterations,reward_terms/stance_time,reward_terms/clearance,reward_terms/motor_vel,reward_terms/upright,curriculum/ent_coef,curriculum/sprint_dist_m,reward_terms/overrun,reward_terms/coef_rate,rollout/ep_rew_mean,reward_terms/angmom,time/total_timesteps,time/fps,reward_terms/residual,curriculum/stance_ratio,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,reward_terms/phase_contact,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/energy,reward_terms/ang_xy,reward_terms/assist_pen,time/time_elapsed,reward_terms/vz,reward_terms/stop,reward_terms/time,reward_terms/alive,reward_terms/air_time,curriculum/ctrl_drop_prob,reward_terms/stance,curriculum/eff_scale,reward_terms/torque,reward_terms/action_rate,reward_terms/lat_vel,reward_terms/height,reward_terms/foot_slip,train/entropy_loss,train/clip_fraction,train/std,train/learning_rate,train/loss,train/n_updates,train/explained_variance,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/value_loss
627,-0.0161128069012193,0.1120841716326349,-0.00022400373410544542,-0.2517616384124648,0.01,32.21152,0.0,-0.7508510505451667,-118.81566327000002,-0.11670721923913309,11556864,4543,-0.10250936766769217,0.638942336,0.0,1.8228396693404407,-0.3349008179796157,-0.09182263516591616,206.0,-0.0018386171667753328,-0.23366118347077153,0.0,2543,-0.40057065363819305,0.0,-0.5,0.0,0.0009022339169556896,0.0,-0.02635827033135652,0.0480768,-0.021819697385233018,-0.11545233433356067,-1.5708103394225946e-08,-0.11254378687474101,-0.5139739883409179,-33.98680229187012,0.204248046875,0.9981233477592468,0.000297115392,0.3071248233318329,8672,0.9843547344207764,0.02153628,0.2,-0.023224291135556997,1.4989914178848267
628,-0.017553775511462137,0.11247862805965379,-0.00021955728600087869,-0.24502063187648776,0.01,32.22304,0.0,-0.7502746880558333,-118.5865288,-0.11540653862600664,11575296,4543,-0.10227494277163643,0.638924672,0.0,1.826632472407944,-0.3526852114862813,-0.09259008032692125,207.99,-0.0018140814477365143,-0.22632184273270703,0.0,2547,-0.39561688168924675,0.0,-0.5,0.0,0.0008637139981146902,0.0,-0.023351761334699433,0.0481536,-0.02169373846539176,-0.11506189220548833,-1.571968935049137e-08,-0.11611007960840498,-0.5089425242719736,-33.98433074951172,0.19947509765625,0.998161792755127,0.00029711078399999996,0.8076884746551514,8676,0.9792054295539856,0.019142596,0.2,-0.021573169413022696,2.17578164935112
629,-0.016199340447201394,0.11373785420174452,-0.00021793818094360625,-0.275529496343263,0.01,32.23456,0.0,-0.7547478094634683,-118.53403471999998,-0.11976861123285093,11593728,4543,-0.10234266761741602,0.638907008,0.0,1.7957765527834784,-0.34407634440177803,-0.09149106299242765,208.79,-0.0017906170568112044,-0.22681103451363724,0.0,2551,-0.40157235959919513,0.0,-0.5,0.0,0.0008984362163270513,0.0,-0.03517355926148597,0.0482304,-0.02154377054324167,-0.11446178646981184,-1.5972426882570452e-08,-0.11381305963715414,-0.5003564781250099,-33.98794384002686,0.205517578125,0.9983806610107422,0.000297106176,0.347484827041626,8680,0.9830002784729004,0.021707993,0.2,-0.024804451467934995,1.729166680574417
630,-0.016188624934228655,0.1166931534421974,-0.00022080376782998462,-0.26873438005549466,0.01,32.24608,0.0,-0.7576864054233496,-118.2842665,-0.11771357757471534,11612160,4543,-0.10252351523885916,0.638889344,0.0,1.8347720111012562,-0.33974631356422924,-0.09450455990889992,203.48,-0.0018045580184864393,-0.23202514368132,0.0,2555,-0.39612883685001793,0.0,-0.5,0.0,0.000866969200109856,0.0,-0.034384459738866426,0.0483072,-0.021494915422220442,-0.1141419520840592,-1.5455618499909422e-08,-0.11808697284970683,-0.506838530367561,-33.98753814697265,0.20001220703125,0.998176097869873,0.000297101568,0.4126376807689667,8684,0.9809982776641846,0.018559158,0.2,-0.02141522472957149,1.840042531490326
631,-0.018898171754295215,0.11500365260882492,-0.00022378275289227777,-0.25969372207950214,0.01,32.257600000000004,0.0,-0.7482030865007099,-118.28376046,-0.12004584216636453,11630592,4543,-0.10244401168585741,0.63887168,0.0,1.8130917354309786,-0.33773548506695206,-0.09363142153341561,207.78,-0.0018197823745107154,-0.23619487773112915,0.0,2559,-0.39761163930225457,0.0,-0.5,0.0,0.0008572036329294658,0.0,-0.02891265633099259,0.048384,-0.02173809163493827,-0.11495216356000523,-1.6327623318478516e-08,-0.11433631080807201,-0.5089962836855058,-33.98854274749756,0.19476318359375,0.998178243637085,0.00029709696,0.6987439393997192,8688,0.9724825024604797,0.018643191,0.2,-0.021792101045139133,2.7841052055358886
632,-0.018663661586793348,0.11546524594853419,-0.00021893191104033912,-0.2537571972070641,0.01,32.26912,0.0,-0.749252075886855,-117.98898240999999,-0.11917940675657508,11649024,4543,-0.10272780507065211,0.638854016,0.0,1.8627711110142222,-0.3409179291143747,-0.09677037217198915,208.58,-0.001784252308405285,-0.22965883789975697,0.0,2563,-0.39884394984170757,0.0,-0.5,0.0,0.0007980673722664101,0.0,-0.03282693216310742,0.0484608,-0.020978203304784747,-0.11437104856181553,-1.5686301632021643e-08,-0.11699704445162694,-0.5013197123653222,-33.98924293518066,0.18692626953125,0.9982095956802368,0.000297092352,0.348745197057724,8692,0.9829923510551453,0.018654892,0.2,-0.025266061024740338,1.6383389234542847
633,-0.016541135529728815,0.114112828167035,-0.00022459431491595724,-0.2528058552628589,0.01,32.28064,0.0,-0.750282002209725,-118.05710453,-0.11706954609823628,11667456,4543,-0.10243878499367333,0.638836352,0.0,1.8377251352866577,-0.3314422394423586,-0.09377893722985213,210.99,-0.001837004563338797,-0.2299866214428176,0.0,2567,-0.39647159623791794,0.0,-0.5,0.0,0.0008382149357607381,0.0,-0.03180771187064241,0.0485376,-0.021473013264659734,-0.11611356334944586,-1.60311233664118e-08,-0.11562307253350064,-0.4949582214226752,-33.98861885070801,0.19271240234375,0.9983924627304077,0.000297087744,0.1944001317024231,8696,0.9865598082542419,0.02057285,0.2,-0.025351827207487077,1.3151888012886048
634,-0.017479719306316435,0.11266374681518466,-0.00022457149205444666,-0.2680085353607113,0.01,32.29216,0.0,-0.7499859419921865,-119.86264397000001,-0.11923233611596534,11685888,4543,-0.10240902679422985,0.638818688,0.0,1.7793595846351726,-0.34208544382658634,-0.09413821010338727,207.43,-0.0018292349526121846,-0.23408610101725694,0.0,2571,-0.3879363656721216,0.0,-0.5,0.0,0.0008127158540042324,0.0,-0.0371362450522574,0.0486144,-0.021674867375293155,-0.11466257762476867,-1.6075362761997847e-08,-0.11535394014674427,-0.5171616171779326,-33.98593120574951,0.2109619140625,0.9980481863021851,0.000297083136,0.10638344287872314,8700,0.9885472655296326,0.021094417,0.2,-0.025596009439323098,1.1831623196601868
635,-0.01913932715898328,0.11608768246115386,-0.00021765499271270475,-0.26492540115828883,0.01,32.30368,0.0,-0.7460088652840823,-118.02095817,-0.11266974412126074,11704320,4543,-0.1027281400752924,0.638801024,0.0,1.8344082028595612,-0.3405635914144964,-0.09749890542436868,209.89,-0.001790057875383163,-0.22317743833113926,0.0,2575,-0.38853670924819256,0.0,-0.5,0.0,0.0007275380194187164,0.0,-0.03890824292031074,0.0486912,-0.021359463937969288,-0.11482239549789658,-1.5618055635087432e-08,-0.11936437103919643,-0.5238036014639723,-33.98029766082764,0.167822265625,0.9978561401367188,0.000297078528,0.4886062443256378,8704,0.9817694425582886,0.01504117,0.2,-0.020128627063240857,1.7930272817611694
636,-0.01910013063752558,0.11398228586667575,-0.00022486672390645602,-0.2556196026753616,0.01,32.3152,0.0,-0.764349306499463,-117.73303806999998,-0.12312633717344774,11722752,4543,-0.10253690728039538,0.63878336,0.0,1.8097321935988484,-0.3447323125858263,-0.0979968543216262,208.53,-0.0018299991897733668,-0.23484143469090496,0.0,2579,-0.397140978807027,0.0,-0.5,0.0,0.0008241090561366744,0.0,-0.03555657654668103,0.048768,-0.02160583738730952,-0.11534331542259572,-1.5877756381966195e-08,-0.11618111313807972,-0.5064640885652852,-33.991131973266604,0.21234130859375,0.9987584948539734,0.00029707392,0.19648122787475586,8708,0.987044095993042,0.023731079,0.2,-0.027627185825258492,1.3608579218387604
637,-0.016929182333923463,0.11292015835228716,-0.00021913546499734203,-0.2569999014633405,0.01,32.32672,0.0,-0.7458784105053531,-118.71145802000001,-0.11756576163137217,11741184,4543,-0.10231517850699869,0.638765696,0.0,1.8231884173811812,-0.3379932242047816,-0.10107280957384096,208.87,-0.0017877036397424076,-0.22644478548024927,0.0,2583,-0.3898334052586201,0.0,-0.5,0.0,0.000693358338644935,0.0,-0.044232395441881935,0.0488448,-0.020862995870784978,-0.11495836845192886,-1.5844942721247978e-08,-0.11722215160751347,-0.4897338207886635,-33.994514274597165,0.214208984375,0.9988314509391785,0.00029706931199999996,0.4008817672729492,8712,0.9834716320037842,0.021725306,0.2,-0.02482798262499273,1.6875264465808868
638,-0.015932142532417655,0.11731885384195384,-0.00022772429345073992,-0.2622249836767875,0.01,32.33824,0.0,-0.7576179536780453,-118.03468763999999,-0.11682402620195692,11759616,4543,-0.10235474518981044,0.638748032,0.0,1.8210784108960394,-0.35152037677670134,-0.0994187666052968,206.66,-0.0018308678744820477,-0.227585887965299,0.0,2587,-0.3946650617009486,0.0,-0.5,0.0,0.0006846778237053917,0.0,-0.04865188327362708,0.0489216,-0.021348085467504236,-0.11581462305986388,-1.53802364336756e-08,-0.114171428657654,-0.47546283925431965,-33.991579627990724,0.21881103515625,0.9984671473503113,0.000297064704,0.2770388126373291,8716,0.984226644039154,0.020652825,0.2,-0.026260390947572886,1.5892622590065002
639,-0.017064274167447973,0.11470880925548732,-0.00022633951373266832,-0.25296288625279506,0.01,32.34976,0.0,-0.7578859497436787,-118.63616341,-0.11352173991988929,11778048,4544,-0.10245820076978468,0.638730368,0.0,1.8048601333300296,-0.3399544201086924,-0.10098916700137056,207.53,-0.0018453021800895694,-0.22854378037728315,0.0,2591,-0.3875188800369307,0.0,-0.5,0.0,0.0009212226238256941,0.0,-0.04127666447768355,0.0489984,-0.02110990386595171,-0.1155026836367911,-1.5701618497639766e-08,-0.11611355276897865,-0.491415312755515,-33.98915348052979,0.19544677734375,0.998372495174408,0.000297060096,0.3551383912563324,8720,0.98136967420578,0.018637165,0.2,-0.023767195048276336,1.881807518005371
640,-0.01688808484403934,0.11714772915552756,-0.0002277152854257969,-0.25984125847247713,0.01,32.36128,0.0,-0.7687541688656345,-118.38337118,-0.12313326938311644,11796480,4544,-0.10245905633450286,0.638712704,0.0,1.8522259280077438,-0.3446320246739486,-0.10244159757349151,207.64,-0.001869291090638194,-0.23678103701369205,0.0,2596,-0.3998393375282524,0.0,-0.5,0.0,0.0007942696878065666,0.0,-0.04855573188955267,0.0490752,-0.021615497548091347,-0.11614272450701743,-1.5345030096993107e-08,-0.11962051778054231,-0.5007255667493478,-33.98340396881103,0.19532470703125,0.9978668689727783,0.00029705548799999996,0.5346329212188721,8724,0.9825477600097656,0.018014342,0.2,-0.022176308906637132,1.7943416953086853
641,-0.016290484775607992,0.11681785273150644,-0.000226911854901571,-0.26044043654106885,0.01,32.3728,0.0,-0.7572831346200322,-118.41559264999998,-0.1147968412863457,11814912,4544,-0.1021206761144099,0.63869504,0.0,1.7976739930976455,-0.3417353402919373,-0.09972407221647066,207.4,-0.0018487864392890139,-0.2267085119721703,0.0,2600,-0.3879503554284309,0.0,-0.5,0.0,0.0009928371388620387,0.0,-0.047513387250940904,0.049152,-0.02126134060600908,-0.11559087397813024,-1.5599455465853856e-08,-0.11573899427517581,-0.4737925012369716,-33.98269557952881,0.23411865234375,0.9978443384170532,0.00029705088,0.23632603883743286,8728,0.9862932562828064,0.023135731,0.2,-0.025536408193875103,1.4272972106933595
642,-0.016805621085546188,0.11717583886081101,-0.00022661889336778247,-0.26390813266479374,0.01,32.38432,0.0,-0.761047296927654,-117.74228605,-0.11790969738726154,11833344,4544,-0.10233157679734323,0.638677376,0.0,1.8157007405142893,-0.34773435450199985,-0.1010446968560605,208.91,-0.0018413734562087248,-0.22820695353203682,0.0,2604,-0.3937521803602486,0.0,-0.5,0.0,0.0009038615842453308,0.0,-0.04536575163502229,0.0492288,-0.02135125917826872,-0.11683349042999175,-1.5514825772858088e-08,-0.11543647330273465,-0.4620320305264325,-33.98156051635742,0.18826904296875,0.9977190494537354,0.00029704627199999997,0.5217225551605225,8732,0.984562337398529,0.01695511,0.2,-0.022358941880520435,1.6231234788894653
643,-0.018257845755821716,0.11776023594154401,-0.00022701335164862656,-0.2776853837246509,0.01,32.39584,0.0,-0.7513229498515167,-117.94815452,-0.11919382242238846,11851776,4544,-0.10259512322497367,0.638659712,0.0,1.821779613195554,-0.34175964919659396,-0.10136043299378307,208.19,-0.0018297568387742821,-0.23077518188678528,0.0,2608,-0.3884667598519212,0.0,-0.5,0.0,0.0007448991107392228,0.0,-0.049362697967703296,0.0493056,-0.021146281555286018,-0.11561196420115041,-1.5564003939340663e-08,-0.11837061224050144,-0.48715351723164463,-33.98462200164795,0.221875,0.9979540109634399,0.000297041664,0.2326613962650299,8736,0.9881536960601807,0.022786813,0.2,-0.026233247795607893,1.2377821266651154
644,-0.01729173022936771,0.11730445756729184,-0.0002278015268180388,-0.2615490541294956,0.01,32.40736,0.0,-0.7552569195432082,-117.41138301000001,-0.1197591827823288,11870208,4544,-0.10271444165883829,0.638642048,0.0,1.8281609354160184,-0.3435285124888001,-0.10336053156424048,207.89,-0.0018345130874925693,-0.22689451350694056,0.0,2612,-0.385655931779023,0.0,-0.5,0.0,0.0006315095136718204,0.0,-0.048646581424277434,0.0493824,-0.021068021939829075,-0.11616978116492573,-1.4706610676201013e-08,-0.11906511514647627,-0.49049363953157626,-33.98429718017578,0.23443603515625,0.998038649559021,0.000297037056,0.1679331362247467,8740,0.9870789051055908,0.023396945,0.2,-0.02332612588070333,1.265251874923706
645,-0.015988565984621853,0.11977011932600311,-0.0002249299875949749,-0.2704122573875331,0.01,32.41888,0.0,-0.7558229592162393,-117.16962057,-0.12290990970911804,11888640,4544,-0.10236329136673526,0.638624384,0.0,1.8182265412897902,-0.3343894074561174,-0.10313444984520276,206.91,-0.0018495668629026718,-0.23424206573968498,0.0,2616,-0.3927214266576634,0.0,-0.5,0.0,0.0005609800702788763,0.0,-0.040959603408357595,0.0494592,-0.021540591406081236,-0.11485850748594616,-1.5076946481595686e-08,-0.12245117392232202,-0.4979590432303923,-33.988560104370116,0.2299072265625,0.9982328414916992,0.00029703244799999997,0.29285818338394165,8744,0.9857426881790161,0.018642206,0.2,-0.019762344541959465,1.460431694984436
646,-0.016329004663728282,0.11617782511287783,-0.00022675919679093846,-0.2640069590632156,0.01,32.4304,0.0,-0.7610906255519557,-117.61035446000001,-0.12062026335397687,11907072,4544,-0.10263161024998002,0.6386067200000001,0.0,1.834996692015575,-0.33213481065073214,-0.10198414857474879,209.11,-0.0018276496928058342,-0.22929711535993402,0.0,2620,-0.3920496217520299,0.0,-0.5,0.0,0.0008734796493728128,0.0,-0.042646030034685485,0.049536,-0.021027311061411754,-0.11516631377378005,-1.5240720557639764e-08,-0.12106306880838444,-0.5050957906247056,-33.991305351257324,0.228759765625,0.9983879327774048,0.00029702784,0.2526269853115082,8748,0.9841439723968506,0.021789858,0.2,-0.022873516310937703,1.5601274371147156
647,-0.01532328331248007,0.11796882289868924,-0.00022574107057238675,-0.2663272463988531,0.01,32.441919999999996,0.0,-0.7492934065024266,-116.60958818000003,-0.11539583544372846,11925504,4544,-0.10245542951180588,0.638589056,0.0,1.81939231391282,-0.3442078384042633,-0.1001046787459769,205.31,-0.00184433464115673,-0.22283396595328517,0.0,2624,-0.38325530594563384,0.0,-0.5,0.0,0.000713432123625858,0.0,-0.04411038953088405,0.0496128,-0.021570553292215515,-0.11558387031773913,-1.5533063213559195e-08,-0.11748012656674309,-0.49708011185265794,-33.987721061706544,0.21224365234375,0.9978111982345581,0.000297023232,0.12995299696922302,8752,0.9891529083251953,0.023364637,0.2,-0.025891866977326573,1.1278546512126923
648,-0.018045037414089568,0.11505519633166646,-0.0002279640059619691,-0.25891926761276346,0.01,32.45344,0.0,-0.7595276188697354,-117.30890591000001,-0.11718237810337498,11943936,4544,-0.10276721542705179,0.638571392,0.0,1.8197058328834066,-0.33504845796854127,-0.09949416438050866,205.98,-0.0018403935082858354,-0.22004888249586282,0.0,2628,-0.3961739001362344,0.0,-0.5,0.0,0.000829534411119918,0.0,-0.03770057637295597,0.0496896,-0.021146345757328044,-0.11541702198560512,-1.51921644754427e-08,-0.11628272826961268,-0.4798491842522689,-33.98379058837891,0.24710693359375,0.9980284571647644,0.000297018624,0.41425222158432007,8756,0.9843260645866394,0.022451095,0.2,-0.02008339837193489,1.6643690705299377
649,-0.017502368549079012,0.1149697574041854,-0.0002236659001458963,-0.2592014290222494,0.01,32.46496,0.0,-0.752857191959732,-116.58025694999998,-0.1161029792600583,11962368,4544,-0.10275073354174209,0.638553728,0.0,1.817952163840557,-0.3395040734006322,-0.09997633951029747,202.64,-0.0018324721025336727,-0.2196705927767196,0.0,2632,-0.3733536466761751,0.0,-0.5,0.0,0.000681422615242708,0.0,-0.04162192105122771,0.0497664,-0.02109352872984954,-0.1148510863027638,-1.5402973878012777e-08,-0.11941878540363529,-0.49937327710489854,-33.98771438598633,0.236376953125,0.9982786178588867,0.000297014016,0.5992661118507385,8760,0.9836688041687012,0.022050926,0.2,-0.02285852381028235,1.8151496052742004
650,-0.023935331280679546,0.11515892346739366,-0.00023059581442832816,-0.262643642333628,0.01,32.47648,0.0,-0.7598914970840587,-118.09762081,-0.11439316300843136,11980800,4544,-0.10250766216218435,0.6385360640000001,0.0,1.7908901257191145,-0.34691438772881894,-0.09914776261379757,208.66,-0.001870900695092853,-0.22323699932832808,0.0,2636,-0.37097561298288145,0.0,-0.5,0.0,0.0005333108452355696,0.0,-0.039873454649087696,0.0498432,-0.021522131424558097,-0.11687909170029329,-1.5417692535406995e-08,-0.11911175480605779,-0.4816773557437713,-33.99208850860596,0.2442138671875,0.9985496401786804,0.000297009408,0.8294820189476013,8764,0.974797785282135,0.023311175,0.2,-0.019482997222803534,2.6098098397254943
651,-0.018876335528653324,0.11441789707715838,-0.00022683428664546274,-0.2607021370135139,0.01,32.488,0.0,-0.7388197861422817,-116.90966733,-0.11713937415169057,11999232,4544,-0.10258872071160613,0.6385184,0.0,1.813831898632451,-0.341992438911785,-0.09940506676647075,209.26,-0.0018650272752487379,-0.22584617363639398,0.0,2640,-0.38855211767899167,0.0,-0.5,0.0,0.0006445303087174478,0.0,-0.033419500510415104,0.04992,-0.02183285934011419,-0.11609137568823533,-1.564470319461322e-08,-0.11801660570220864,-0.5015660890859819,-33.99764003753662,0.22777099609375,0.9989948272705078,0.00029700479999999997,0.22448411583900452,8768,0.9861900806427002,0.024065563,0.2,-0.02764882406918332,1.4008866190910338
652,-0.01636915339137583,0.11791580685952772,-0.00023173441948001172,-0.26457593815691527,0.01,32.499520000000004,0.0,-0.748377249515581,-117.86264378000001,-0.11436868117045051,12017664,4544,-0.10250800699994085,0.638500736,0.0,1.8262476922778055,-0.343350884179712,-0.09879443995330284,205.93,-0.0018989803967227453,-0.22797594851399586,0.0,2644,-0.3890783948012839,0.0,-0.5,0.0,0.0008430977274353305,0.0,-0.03775362824353224,0.0499968,-0.021922701826765405,-0.11653533359066635,-1.6087125721398933e-08,-0.11875184882087025,-0.5002361684031151,-33.99736099243164,0.23177490234375,0.9986779093742371,0.000297000192,0.2884732186794281,8772,0.983951210975647,0.018595863,0.2,-0.019828359584789724,1.689421498775482
653,-0.018798208502832696,0.11843957847734135,-0.00023004936123600958,-0.26301598942070087,0.01,32.51104,0.0,-0.7562530260917165,-117.62865870000002,-0.11531397263304956,12036096,4544,-0.10275560360109376,0.638483072,0.0,1.8348800622007917,-0.34353733201795345,-0.10225562196425572,209.16,-0.00186531152528103,-0.22436940810892214,0.0,2648,-0.38949078097816364,0.0,-0.5,0.0,0.0007948122317126641,0.0,-0.043052952618082854,0.0500736,-0.021247108980341208,-0.11657752373114609,-1.6182285414279547e-08,-0.11885963530041203,-0.4921993495641106,-33.99817161560058,0.2181396484375,0.9988439083099365,0.000296995584,0.4444759488105774,8776,0.9812889099121094,0.02183322,0.2,-0.024481207592179997,2.016730409860611
654,-0.018618222505513888,0.11825120638761571,-0.00023022112201027576,-0.28479262558635376,0.01,32.52256,0.0,-0.7470655132706112,-118.3487413,-0.1160263412679643,12054528,4544,-0.10251425872337663,0.6384654080000001,0.0,1.852738654741013,-0.3376773200629753,-0.10148816658096955,207.73,-0.0018872733879560935,-0.22574617517069445,0.0,2652,-0.39147666621824107,0.0,-0.5,0.0,0.0005067266659655919,0.0,-0.045432790234910765,0.0501504,-0.021898972649082308,-0.1149489112139689,-1.5933687864446984e-08,-0.12394438256832088,-0.5100495613397544,-33.9977466583252,0.23687744140625,0.9987186789512634,0.00029699097599999996,0.2524993419647217,8780,0.987931489944458,0.027691092,0.2,-0.02930471035069786,1.2896493077278137
655,-0.01738884303227274,0.11883847741855377,-0.00022901159116502052,-0.265554089113877,0.01,32.53408,0.0,-0.7646560736383281,-118.32531507,-0.11127135191001918,12072960,4544,-0.10241351133718499,0.638447744,0.0,1.8447858218534694,-0.33945569255394004,-0.10165431353597677,207.93,-0.0018686347401302979,-0.21861098724455846,0.0,2656,-0.38315465153299144,0.0,-0.5,0.0,0.0006358498002454224,0.0,-0.0498513486222403,0.0502272,-0.0215702088819487,-0.11663323062457792,-1.5801750700149124e-08,-0.12047283238963297,-0.5142821898198414,-33.99355411529541,0.19564208984375,0.9983944892883301,0.000296986368,0.46221381425857544,8784,0.9822743535041809,0.017813971,0.2,-0.022963148850249127,1.8881722867488862
656,-0.018798073659935553,0.11567115178218258,-0.00022576404426070344,-0.2614928833423135,0.01,32.5456,0.0,-0.748021221552547,-116.67708334999999,-0.11639258914487877,12091392,4544,-0.10270750068227544,0.63843008,0.0,1.8406265073363883,-0.33839326324961383,-0.09983531289551123,209.07,-0.0018750376784076386,-0.2228391095483667,0.0,2660,-0.38646189640590467,0.0,-0.5,0.0,0.0006613488755344102,0.0,-0.04714826417419357,0.050304,-0.02200145980297505,-0.11581748986076223,-1.6193441903036446e-08,-0.11905814054891183,-0.4798038444387677,-33.98866004943848,0.212451171875,0.9980551600456238,0.00029698176,0.2306199073791504,8788,0.9886533617973328,0.021943305,0.2,-0.026424707646947355,1.2200091302394866
657,-0.01934454147218882,0.11618107042891383,-0.00023351013079697558,-0.25949286218275674,0.01,32.55712,0.0,-0.7570823870975043,-117.01418498999999,-0.12042481570957099,12109824,4544,-0.10237357964994695,0.638412416,0.0,1.8174005528296202,-0.33548901813808146,-0.09832484908235413,209.06,-0.0019104624633944653,-0.22913363423269292,0.0,2664,-0.3891019696038634,0.0,-0.5,0.0,0.0008062054564814187,0.0,-0.042151113949255005,0.0503808,-0.022003821652301178,-0.11821082114469855,-1.5773309233904854e-08,-0.11886447802581943,-0.4889179716316197,-33.988807678222656,0.22550048828125,0.9982814192771912,0.000296977152,0.1894475221633911,8792,0.987949550151825,0.021882102,0.2,-0.024405558803118767,1.3068383872509002
658,-0.01540574935885767,0.11371470332640178,-0.00023554163084495776,-0.2528678303052976,0.01,32.56864,0.0,-0.7710646837848184,-117.87402329000001,-0.11754354194208154,12128256,4544,-0.10234068470300733,0.6383947520000001,0.0,1.8067146691078295,-0.33889630443468943,-0.09905461065231835,207.61,-0.0019347056906698853,-0.22962511853139903,0.0,2668,-0.38947769403836613,0.0,-0.5,0.0,0.0008148859746547209,0.0,-0.044561621410060176,0.0504576,-0.02221834067056661,-0.11770051936056819,-1.6370653955282537e-08,-0.11876283988814008,-0.49382379057070036,-33.990451431274415,0.21893310546875,0.9982745051383972,0.000296972544,0.2470356822013855,8796,0.9847249984741211,0.024585966,0.2,-0.026221722282934935,1.6676233887672425
659,-0.016572466719986148,0.11904450768426351,-0.0002274856426703536,-0.27038710544010075,0.01,32.58016,0.0,-0.755349211887514,-117.96262023,-0.1165369567717983,12146688,4545,-0.10255685886954093,0.638377088,0.0,1.8388230432965535,-0.3447036804173723,-0.09982792856301012,207.93,-0.0018708505210485256,-0.22147619331335583,0.0,2672,-0.3960908777858795,0.0,-0.5,0.0,0.0007025814783345494,0.0,-0.04738702615684125,0.0505344,-0.021948975175626693,-0.11500683239462482,-1.5544297088702136e-08,-0.12073395012603408,-0.5080174281059396,-33.9917537689209,0.20718994140625,0.9985553622245789,0.000296967936,0.3209287226200104,8800,0.9828659296035767,0.020716742,0.2,-0.02549712952459231,1.8542750418186187
660,-0.015338882724689838,0.11855121515867813,-0.00023485921070610932,-0.2700183489658732,0.01,32.59168,0.0,-0.75825274572111,-116.53551328000002,-0.11994896747706026,12165120,4545,-0.10239337071469588,0.638359424,0.0,1.8342084596535555,-0.351101713135259,-0.0992952636052277,203.88,-0.0019380248471211777,-0.22786180031572817,0.0,2676,-0.4026586216886776,0.0,-0.5,0.0,0.000792642094893381,0.0,-0.04069792485760851,0.0506112,-0.022557682962848644,-0.1158986611085892,-1.602598524998678e-08,-0.11968087406674832,-0.510455005049478,-33.99659900665283,0.2227294921875,0.9985718727111816,0.000296963328,0.4542917013168335,8804,0.9863317608833313,0.02021409,0.2,-0.024077802221290766,1.5519981920719146
661,-0.01949590604635887,0.1181485348654005,-0.00022897676897500654,-0.2745475505925409,0.01,32.6032,0.0,-0.7561464979245093,-116.71469877999998,-0.12475597459419387,12183552,4545,-0.1028192738585794,0.63834176,0.0,1.869980811281045,-0.34539342879177637,-0.10313239650716503,207.67,-0.001887751900217139,-0.22788198267076007,0.0,2680,-0.4054152303691492,0.0,-0.5,0.0,0.0007362185796308848,0.0,-0.04345705204687631,0.050688,-0.02202709827695931,-0.11484636074640465,-1.594634128298432e-08,-0.12314801139796823,-0.5151434557878942,-34.00102005004883,0.2265380859375,0.9986071586608887,0.00029695872,0.5547095537185669,8808,0.9814873933792114,0.019227535,0.2,-0.02120356719242409,2.0461517810821532
662,-0.015747137788114034,0.12027378956631361,-0.0002277010220912414,-0.2752523449236275,0.01,32.61472,0.0,-0.7509282154910187,-117.47970217000002,-0.12234073867116287,12201984,4545,-0.10264400165607951,0.6383240960000001,0.0,1.8333234788645163,-0.33985404969293187,-0.09907668224927081,204.83,-0.0018694959858511842,-0.22153423098321123,0.0,2684,-0.39015324401961515,0.0,-0.5,0.0,0.0006667742337514129,0.0,-0.045893590696292376,0.0507648,-0.021879903453271773,-0.11605053346887304,-1.537614435033123e-08,-0.11945690294939275,-0.48828706068734096,-34.000266456604,0.2121337890625,0.9988330602645874,0.000296954112,0.37916967272758484,8812,0.9832936525344849,0.022375379,0.2,-0.027209487301297484,1.7822567105293274
663,-0.018830760645667195,0.11698318182701563,-0.0002329707146549086,-0.2589318570714585,0.01,32.62624,0.0,-0.7537188450535136,-117.36544680000002,-0.12418873642930012,12220416,4545,-0.1025586955243629,0.638306432,0.0,1.8322675755194229,-0.3469692782578164,-0.10074512331495213,206.47,-0.0019128432151168508,-0.22769406345672272,0.0,2688,-0.3907019215679717,0.0,-0.5,0.0,0.0006711144718186309,0.0,-0.053726009984954554,0.0508416,-0.022257896955066254,-0.11700492734733858,-1.6095047657633754e-08,-0.11778603591818793,-0.49180574837056856,-33.99623527526855,0.1865478515625,0.9982204437255859,0.000296949504,0.35722705721855164,8816,0.9833192229270935,0.019743172,0.2,-0.023683426436036825,1.704243552684784
