time/total_timesteps,curriculum/ctrl_drop_prob,reward_terms/phase_contact,reward_terms/lat_vel,reward_terms/energy,reward_terms/upright,ankle/ankle_defl_peak,curriculum/cmd_scale,time/time_elapsed,reward_terms/residual_rate,reward_terms/stance,reward_terms/fwd_speed,reward_terms/stand_drift,est/vel_rmse,reward_terms/track_yaw,reward_terms/time,rollout/ep_len_mean,curriculum/swing_frac_mean,curriculum/dr_scale,reward_terms/stop,reward_terms/vz,reward_terms/residual,reward_terms/coef_rate,rollout/ep_rew_mean,reward_terms/torque,reward_terms/stand,reward_terms/overrun,curriculum/eff_scale,curriculum/ent_coef,reward_terms/foot_ahead,reward_terms/motor_vel,curriculum/cmd_track_err,reward_terms/stance_time,curriculum/stance_ratio,curriculum/ctrl_jitter_ms,reward_terms/clearance,curriculum/swing_frac_min,reward_terms/alive,time/fps,reward_terms/angmom,reward_terms/height,ankle/ankle_spring_energy_peak,reward_terms/duty_sym,reward_terms/air_time,reward_terms/foot_slip,reward_terms/assist_pen,ankle/ankle_spring_trq_peak,time/iterations,reward_terms/hip_roll,reward_terms/action_rate,reward_terms/track_lin,reward_terms/step_rate,reward_terms/ang_xy,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,train/std,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,curriculum/stance_ratio_progress,curriculum/ctrl_jitter_ms_progress,curriculum/eff_scale_progress,curriculum/ctrl_drop_prob_progress,curriculum/dr_scale_progress
37306368,0.007130880000000031,0.0,-0.26783818840201995,-0.000183407255377587,-0.17317415367187416,0.5076395655725443,0.0,6263,0.0,-0.0793818155583434,0.0,-0.042742718103951916,0.1278240043970113,1.8417284813716617,0.0,404.17,0.15370008680555555,0.14261760000000062,0.0,-0.11041909060234006,-0.103722066058398,-0.4538361458699805,249.02486733,-0.0020242974772119718,0.8508290020581005,0.0,0.01663872000000003,0.0025571583999999996,0.0,-2.6772133779366322e-05,0.2672992402273576,0.0,0.6961968639999999,0.5704704000000025,0.0,0.10953776041666667,0.0,5955,-0.06950827278316325,-0.024119159716819036,0.0,0.0,0.0,-0.438939766605511,0.0,0.0,2024,-0.09262754316615386,-0.06677455094664303,2.399935461906345,-0.005794270833333386,-0.11613544933264763,0.012297576,-0.015722250190447085,45.56462478637695,64293,-36.82912769317627,0.9907506704330444,0.9975545406341553,111.18367729187011,0.10947265625,0.2,0.00020678016,0.047539200000000094,0.14261760000000062,0.047539200000000094,0.14261760000000062,0.14261760000000062
37324800,0.007142400000000031,0.0,-0.32000115788541056,-0.00019387603024323372,-0.20979355574393235,0.5069093373392617,0.0,6267,0.0,-0.1264089467818154,0.0,-0.0539822015914759,0.12672365430755955,1.8265749759362384,0.0,409.48,0.16097005208333334,0.1428480000000006,0.0,-0.13646335981675564,-0.10334310406299468,-0.44963309222501024,246.24014339999997,-0.0020772623948625063,0.8333648297280796,0.0,0.016665600000000034,0.002553472,0.0,-2.829550224348693e-05,0.204973498947739,0.0,0.6961907199999999,0.5713920000000025,0.0,0.1312934027777778,0.0,5955,-0.0612156060262722,-0.028968162434572793,0.0,0.0,0.0,-0.47039323202596595,0.0,0.0,2025,-0.0991566924675044,-0.06873338522690468,2.3445564455208543,-0.006098090277777833,-0.12352454836574041,0.009119334,-0.012411810120102017,48.781864166259766,64297,-36.82389545440674,0.9900393486022949,0.9973364472389221,127.17854080200195,0.0829833984375,0.2,0.00020673407999999998,0.047616000000000096,0.1428480000000006,0.047616000000000096,0.1428480000000006,0.1428480000000006
37343232,0.007153920000000031,0.0,-0.3090576754212224,-0.00019031999841308928,-0.1861319946246378,0.5070024445892443,0.0,6269,0.0,-0.08258598549222161,0.0,-0.05649266083877708,0.12560939510415053,1.818542104124436,0.0,401.38,0.1565212673611111,0.1430784000000006,0.0,-0.12437452350759487,-0.10378546757486978,-0.4377096071647189,248.08955966000002,-0.0020622873478690243,0.8377465848445633,0.0,0.016692480000000034,0.0025497856,0.0,-2.752906490119811e-05,0.3536580230047704,0.0,0.6961845759999999,0.5723136000000024,0.0,0.1374240451388889,0.0,5955,-0.096814636699396,-0.024739442280021687,0.0,0.0,0.0,-0.45250185706854334,0.0,0.0,2026,-0.12189911442884943,-0.0669621479013447,2.2428514309865872,-0.005729166666666716,-0.13339044805307781,0.011585413,-0.013680004992056637,45.80815505981445,64301,-36.81953639984131,0.988512396812439,0.9972168207168579,142.97773284912108,0.10533447265625,0.2,0.000206688,0.0476928000000001,0.1430784000000006,0.0476928000000001,0.1430784000000006,0.1430784000000006
37361664,0.00716544000000003,0.0,-0.2868330886500916,-0.00018253450506865415,-0.18003176119458394,0.506764738010864,0.0,6273,0.0,-0.0871817053981368,0.0,-0.05039674125121793,0.11576074464329239,1.8223738370896412,0.0,397.15,0.14851888020833334,0.1433088000000006,0.0,-0.11306983361013873,-0.1036018957228275,-0.4308668047638804,249.98505245000004,-0.001945436909301487,0.8336009062460493,0.0,0.016719360000000034,0.0025460991999999997,0.0,-2.6986183291511785e-05,0.308803607211634,0.0,0.696178432,0.5732352000000024,0.0,0.12239583333333333,0.0,5955,-0.07524020269853861,-0.024035884168579706,0.0,0.0,0.0,-0.45504768123123956,0.0,0.0,2027,-0.09671217027759786,-0.06581173631808677,2.346088908128108,-0.005512152777777825,-0.11797101798531075,0.01094454,-0.01263656271621585,49.08814239501953,64305,-36.8170280456543,0.990369975566864,0.997153639793396,122.55273132324218,0.10482177734375,0.2,0.00020664191999999999,0.0477696000000001,0.1433088000000006,0.0477696000000001,0.1433088000000006,0.1433088000000006
37380096,0.00716544000000003,0.0,-0.2632668525015045,-0.00019471387578167323,-0.1684635938536935,0.5061209605472686,0.0,6276,0.0,-0.11267060579510292,0.0,-0.0464180978154866,0.12981961799551053,1.8521836965447482,0.0,390.26,0.14884440104166669,0.1433088000000006,0.0,-0.10909784428435049,-0.10369621677617626,-0.45770946655592226,245.85381566999996,-0.0021707032052319386,0.960020548087718,0.0,0.016719360000000034,0.0025424128000000002,0.0,-2.7716403895799513e-05,0.27915234508205417,0.0,0.696178432,0.5732352000000024,0.0,0.1208224826388889,0.0,5955,-0.06177467546178207,-0.022352271881847928,0.0,0.0,0.0,-0.43990808609062526,0.0,0.0,2028,-0.09246446203275734,-0.06816594851799224,2.449576984772951,-0.005631510416666718,-0.11551621647520822,0.010900772,-0.012580442696344108,43.26512908935547,64309,-36.81737785339355,0.9895272254943848,0.9972708225250244,103.53181190490723,0.09071044921875,0.2,0.00020659584,0.0477696000000001,0.1433088000000006,0.0477696000000001,0.1433088000000006,0.1433088000000006
37398528,0.00716544000000003,0.0,-0.31658867997538664,-0.0001928258952030201,-0.17981604346243796,0.5060642226467715,0.0,6279,0.0,-0.09620746581788006,0.0,-0.05044559259499251,0.11789497759287641,1.8308664792744642,0.0,393.13,0.1379123263888889,0.1433088000000006,0.0,-0.10944975203029801,-0.1034203374880463,-0.4533618698291255,255.09312062,-0.002079034558428271,0.784099946794343,0.0,0.016719360000000034,0.0025387264,0.0,-2.7337671683574638e-05,0.16463143863630778,0.0,0.696178432,0.5732352000000024,0.0,0.10026041666666667,0.0,5955,-0.059177033234310214,-0.02419167031388538,0.0,0.0,0.0,-0.474302785977854,0.0,0.0,2029,-0.09668573608196561,-0.06604935260705334,2.407034711194472,-0.0054036458333333775,-0.11972825171994946,0.009214587,-0.01274280670331791,47.874473571777344,64313,-36.81910648345947,0.9891653060913086,0.9972946643829346,138.02541122436523,0.0624267578125,0.2,0.00020654976,0.0477696000000001,0.1433088000000006,0.0477696000000001,0.1433088000000006,0.1433088000000006
37416960,0.00716544000000003,0.0,-0.29871531434353726,-0.00019578801211952843,-0.1971979284017334,0.5063772078717627,0.0,6282,0.0,-0.10961780822744745,0.0,-0.0614559136058,0.1309366425096935,1.8182984942542686,0.0,390.16,0.1665581597222222,0.1433088000000006,0.0,-0.1328372975429216,-0.10344255180346233,-0.45040190360136495,246.92403842,-0.0021606307653626636,0.8739989178447392,0.0,0.016719360000000034,0.0025350400000000006,0.0,-2.8493172126334283e-05,0.28182410692554116,0.0,0.696178432,0.5732352000000024,0.0,0.1325412326388889,0.0,5955,-0.05849867234923403,-0.028035800671483084,0.0,0.0,0.0,-0.44785589891634625,0.0,0.0,2030,-0.09199436067340606,-0.06623355380661497,2.33509372280363,-0.006315104166666724,-0.12505014161157665,0.0100068655,-0.014317523088539019,44.030364990234375,64317,-36.81833152770996,0.9897729754447937,0.9971778392791748,110.20151596069336,0.08055419921875,0.2,0.00020650368000000002,0.0477696000000001,0.1433088000000006,0.0477696000000001,0.1433088000000006,0.1433088000000006
37435392,0.00716544000000003,0.0,-0.3193164092365256,-0.00019205216360741894,-0.184252898170816,0.5067555903418561,0.0,6285,0.0,-0.10520209773427902,0.0,-0.055133529556834565,0.12445725016273711,1.8316951407796789,0.0,392.17,0.15030924479166669,0.1433088000000006,0.0,-0.1198258476229291,-0.10370126919197889,-0.4363490007318117,236.47698718,-0.0020764413136144994,0.7965574106134768,0.0,0.016719360000000034,0.0025313536000000003,0.0,-2.7462558266351704e-05,0.31256989810912084,0.0,0.696178432,0.5732352000000024,0.0,0.12510850694444445,0.0,5955,-0.0748286916399565,-0.025072038686693287,0.0,0.0,0.0,-0.4536851390802777,0.0,0.0,2031,-0.10330159750294234,-0.06702391459423977,2.309748084978017,-0.0057291666666667174,-0.12687201308088966,0.009437717,-0.013123856333550066,52.88626480102539,64321,-36.81460971832276,0.9903164505958557,0.9970917105674744,130.7191951751709,0.08302001953125,0.2,0.0002064576,0.0477696000000001,0.1433088000000006,0.0477696000000001,0.1433088000000006,0.1433088000000006
37453824,0.00716544000000003,0.0,-0.34765566515654744,-0.0001959678405082463,-0.22217342814724494,0.5075513252495356,0.0,6288,0.0,-0.12966406510107042,0.0,-0.0618377937172833,0.12985152391144303,1.8082107381832953,0.0,399.61,0.16837565104166666,0.1433088000000006,0.0,-0.1431178927954758,-0.1037216716208266,-0.44356084049695743,251.50899737,-0.0020769437533139697,0.7403652698521621,0.0,0.016719360000000034,0.0025276672,0.0,-2.8402806332714892e-05,0.2213967400121142,0.0,0.696178432,0.5732352000000024,0.0,0.1382378472222222,0.0,5955,-0.07028781376014706,-0.030520429208046825,0.0,0.0,0.0,-0.46545748586060626,0.0,0.0,2032,-0.0975569775273491,-0.06764124649656197,2.3028984095423013,-0.006184895833333391,-0.13638642781132682,0.010587457,-0.013915678736520932,48.026363372802734,64325,-36.815321922302246,0.9904607534408569,0.9970389008522034,109.38862800598145,0.10609130859375,0.2,0.00020641152,0.0477696000000001,0.1433088000000006,0.0477696000000001,0.1433088000000006,0.1433088000000006
37472256,0.00716544000000003,0.0,-0.2566909156711763,-0.0001883385477522087,-0.1609080025109209,0.5058941346597228,0.0,6291,0.0,-0.05628660101567381,0.0,-0.03480144774522237,0.12844562595306677,1.849285195626342,0.0,405.33,0.13555230034722224,0.1433088000000006,0.0,-0.09556921471253016,-0.1040405579436801,-0.45363587713378767,244.9085847,-0.0019999170373998544,0.6760424026471,0.0,0.016719360000000034,0.0025239808000000006,0.0,-2.7126495758755775e-05,0.21081570380544776,0.0,0.696178432,0.5732352000000024,0.0,0.09586588541666667,0.0,5955,-0.06966833474253992,-0.021432713352118906,0.0,0.0,0.0,-0.46210886146280966,0.0,0.0,2033,-0.09462157996555963,-0.06645538991567329,2.3214620611111427,-0.0054144965277778245,-0.10587205288503619,0.009481043,-0.0125931924325414,49.26649856567383,64329,-36.81476383209228,0.9905712008476257,0.9970377683639526,114.53031196594239,0.08526611328125,0.2,0.00020636544,0.0477696000000001,0.1433088000000006,0.0477696000000001,0.1433088000000006,0.1433088000000006
37490688,0.00717696000000003,0.0,-0.29559976822414236,-0.000187961997118905,-0.19412701301495383,0.5056427544095731,0.0,6294,0.0,-0.10630669045216373,0.0,-0.04915609283215767,0.12500585601917735,1.8151656112399526,0.0,394.4,0.162353515625,0.1435392000000006,0.0,-0.1304186102549928,-0.10339607925759915,-0.4535513853334067,230.49491987000002,-0.0020160313221917695,0.8911622312540702,0.0,0.016746240000000034,0.0025202944000000003,0.0,-2.7967945891900137e-05,0.30350014511484846,0.0,0.696172288,0.5741568000000024,0.0,0.13319227430555555,0.0,5955,-0.06936646821425607,-0.028331913173627574,0.0,0.0,0.0,-0.40732987597471604,0.0,0.0,2034,-0.09566063854291468,-0.06751290374574684,2.3949259541928933,-0.006022135416666721,-0.1208622923842967,0.010248192,-0.014102342328988016,46.79222869873047,64333,-36.813429260253905,0.9890921711921692,0.9969528913497925,108.44443283081054,0.075146484375,0.2,0.00020631935999999997,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37509120,0.00717696000000003,0.0,-0.2904969333127072,-0.0001952407366597457,-0.1844620610071957,0.5051471404702139,0.0,6298,0.0,-0.08494826700489794,0.0,-0.04641008242580811,0.1367522062510712,1.8291045913804937,0.0,390.69,0.1574164496527778,0.1435392000000006,0.0,-0.12072031326599346,-0.10350167186628208,-0.45319418010027257,233.42003604,-0.002136091353387078,0.8376814331375831,0.0,0.016746240000000034,0.002516608,0.0,-2.8530350444533547e-05,0.2087109061353836,0.0,0.696172288,0.5741568000000024,0.0,0.13671875,0.0,5954,-0.08471597815727866,-0.025236191274242658,0.0,0.0,0.0,-0.45788479194884385,0.0,0.0,2035,-0.10982065765022493,-0.0672248561174437,2.28819819218294,-0.005837673611111162,-0.12445965838553917,0.011040645,-0.011948857310926542,69.43070983886719,64337,-36.81251754760742,0.9855954051017761,0.996973991394043,185.97398681640624,0.094775390625,0.2,0.00020627328,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37527552,0.00717696000000003,0.0,-0.3042270830009126,-0.0001901671649773399,-0.18337555672677855,0.5070810220098725,0.0,6301,0.0,-0.09236086125346399,0.0,-0.05177495743512169,0.12003524823247172,1.8442312371985596,0.0,389.49,0.14957682291666669,0.1435392000000006,0.0,-0.11804493561868654,-0.10381170235850043,-0.4299571014315078,240.20081071,-0.0020432742681296585,0.7371478635214506,0.0,0.016746240000000034,0.0025129216000000006,0.0,-2.7691006532245715e-05,0.2296299711961333,0.0,0.696172288,0.5741568000000024,0.0,0.1042209201388889,0.0,5955,-0.059425636285381236,-0.02601057882329594,0.0,0.0,0.0,-0.4733335857902143,0.0,0.0,2036,-0.094623936817224,-0.06729414419063683,2.364363895919178,-0.00588107638888894,-0.12015449363255512,0.009001454,-0.012647283496335149,58.72964096069336,64341,-36.8109525680542,0.9905292391777039,0.9968572854995728,136.1333137512207,0.0672607421875,0.2,0.0002062272,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37545984,0.00717696000000003,0.0,-0.2872575223640898,-0.00018651402472620108,-0.1910881464478099,0.5070757752415421,0.0,6304,0.0,-0.07508978037718887,0.0,-0.05214227598218966,0.13653511248481914,1.8165701526879845,0.0,396.34,0.15736219618055555,0.1435392000000006,0.0,-0.12324536854070763,-0.10356966330480932,-0.4437470195522122,240.27360463000002,-0.0020557228297679512,0.838982080421171,0.0,0.016746240000000034,0.0025092352000000004,0.0,-2.7585190998380788e-05,0.23093436278163704,0.0,0.696172288,0.5741568000000024,0.0,0.1242404513888889,0.0,5955,-0.07909226339047197,-0.027038726200061133,0.0,0.0,0.0,-0.4376808491837218,0.0,0.0,2037,-0.10192459960142941,-0.06693110082717574,2.2749060678134634,-0.005609809027777826,-0.12033232252774224,0.010023897,-0.012869829905685037,55.66624450683594,64345,-36.81100997924805,0.9870450496673584,0.9969982504844666,146.55171890258788,0.0811279296875,0.2,0.00020618112,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37564416,0.00717696000000003,0.0,-0.3001770656399437,-0.0001901007777148605,-0.18677667571842493,0.5072214861963935,0.0,6307,0.0,-0.09703056840558977,0.0,-0.05512929141125697,0.12296525958123086,1.837804407777163,0.0,395.11,0.14610460069444445,0.1435392000000006,0.0,-0.12251419386341543,-0.10336150334527688,-0.44824046144606744,244.22585590000003,-0.00206412407375238,0.8645720548662871,0.0,0.016746240000000034,0.0025055488,0.0,-2.709812835948865e-05,0.2832477625615544,0.0,0.696172288,0.5741568000000024,0.0,0.11512586805555555,0.0,5955,-0.06682343314971667,-0.02623178401691693,0.0,0.0,0.0,-0.46291754358927534,0.0,0.0,2038,-0.09961201249350506,-0.06723946379853481,2.3570800447280473,-0.005642361111111162,-0.12465809208510303,0.010083668,-0.012588568544015289,61.70675277709961,64349,-36.813530349731444,0.9882166385650635,0.9970575571060181,142.2169418334961,0.08271484375,0.2,0.00020613503999999998,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37582848,0.00717696000000003,0.0,-0.2709065229406462,-0.00018493048351886227,-0.16090781209863458,0.5075019678289209,0.0,6311,0.0,-0.09435140892704491,0.0,-0.045885824532283515,0.11355211907215826,1.870943087389451,0.0,387.15,0.1372612847222222,0.1435392000000006,0.0,-0.09856220073252002,-0.10426573670128896,-0.4264101886437267,248.96969056,-0.002059247356484832,0.9210712720133104,0.0,0.016746240000000034,0.0025018624000000007,0.0,-2.6016406713658506e-05,0.15058993470235088,0.0,0.696172288,0.5741568000000024,0.0,0.0964626736111111,0.0,5955,-0.048387513869568105,-0.021176726579266766,0.0,0.0,0.0,-0.4143081072519411,0.0,0.0,2039,-0.08105906826133277,-0.06321823532366572,2.554609435044176,-0.005501302083333381,-0.10582147196641208,0.008527607,-0.010580602253321558,57.78861999511719,64353,-36.816188430786134,0.9898578524589539,0.9971628785133362,134.37526931762696,0.0564208984375,0.2,0.00020608895999999998,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37601280,0.00717696000000003,0.0,-0.319908470086106,-0.0001946249025667975,-0.20759241037742704,0.5070271553113102,0.0,6314,0.0,-0.12188622389533275,0.0,-0.05853265680487672,0.12334591615759449,1.8111439376555845,0.0,396.99,0.164794921875,0.1435392000000006,0.0,-0.1315805410481174,-0.10295931421510199,-0.4533443301067245,264.12522021,-0.002166324313359164,0.8971346672556807,0.0,0.016746240000000034,0.0024981760000000004,0.0,-2.786717087055258e-05,0.2173897558334547,0.0,0.696172288,0.5741568000000024,0.0,0.1301540798611111,0.0,5955,-0.0666900007035646,-0.028959998794971784,0.0,0.0,0.0,-0.45505217264022746,0.0,0.0,2040,-0.0922401821620722,-0.0684683063955857,2.456699202908934,-0.00620659722222228,-0.12808039787712366,0.010741332,-0.012244529568124562,45.71869659423828,64357,-36.813260078430176,0.9902538061141968,0.996918261051178,116.92450675964355,0.08533935546875,0.2,0.00020604287999999998,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37619712,0.00717696000000003,0.0,-0.30142270019183715,-0.00019150962882224698,-0.1822404059392265,0.507189318238315,0.0,6317,0.0,-0.10025340144609575,0.0,-0.05185779802751478,0.11802517002798874,1.8364176141630988,0.0,397.93,0.15323893229166666,0.1435392000000006,0.0,-0.11812692065707776,-0.10395627264211735,-0.4230522150559829,265.10778222,-0.0019958701655858977,0.7156523581153473,0.0,0.016746240000000034,0.0024944896,0.0,-2.7650394305244632e-05,0.2298528167445368,0.0,0.696172288,0.5741568000000024,0.0,0.11149088541666667,0.0,5954,-0.05588984916114913,-0.025185307600767103,0.0,0.0,0.0,-0.46198312584913,0.0,0.0,2041,-0.09113305649431543,-0.06649545037945064,2.3015787121728626,-0.005902777777777831,-0.12410520667197063,0.009534163,-0.011762269062455744,61.37059783935547,64361,-36.80904293060303,0.9887591600418091,0.9968398809432983,157.08709602355958,0.0849609375,0.2,0.0002059968,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37638144,0.00717696000000003,0.0,-0.2821736828265962,-0.00018850786341444742,-0.18105316241902758,0.5068557137805877,0.0,6320,0.0,-0.07427740989766553,0.0,-0.04419724063843014,0.11985095300252772,1.8297223260366466,0.0,399.21,0.14754231770833331,0.1435392000000006,0.0,-0.11540572678597269,-0.10342266395723601,-0.44173637093398166,252.08666732999998,-0.002059082736434705,0.8901438663124264,0.0,0.016746240000000034,0.0024908032,0.0,-2.7605730613825926e-05,0.3014123701765409,0.0,0.696172288,0.5741568000000024,0.0,0.1096462673611111,0.0,5954,-0.06781157947932788,-0.024921651156637296,0.0,0.0,0.0,-0.4567227302492104,0.0,0.0,2042,-0.09064033729396603,-0.06585603152827721,2.395337296498303,-0.005707465277777828,-0.11714529418590826,0.009826255,-0.01244010884547606,69.17996978759766,64365,-36.811693572998045,0.9852959513664246,0.9970407485961914,158.45835304260254,0.0767578125,0.2,0.00020595072,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37656576,0.00717696000000003,0.0,-0.31125856272367375,-0.0001903735588197718,-0.18823017885843488,0.5068094260984193,0.0,6324,0.0,-0.09525891554701714,0.0,-0.04985671092821708,0.12260934455242146,1.8206431456608994,0.0,401.62,0.1504177517361111,0.1435392000000006,0.0,-0.12314475442723216,-0.10375767939940143,-0.43770104455050285,256.97342678999996,-0.0020032531268792887,0.7980763388320938,0.0,0.016746240000000034,0.0024871167999999996,0.0,-2.7589992288955806e-05,0.2219445335964722,0.0,0.696172288,0.5741568000000024,0.0,0.1183810763888889,0.0,5954,-0.06766205484129138,-0.026811680458518464,0.0,0.0,0.0,-0.44980061394509385,0.0,0.0,2043,-0.09529430189835159,-0.06463764317809906,2.299741773858837,-0.0059678819444445,-0.12261698470213618,0.00967628,-0.010484147345414386,73.6687240600586,64369,-36.8163236618042,0.9877748489379883,0.9971601963043213,169.1228775024414,0.07076416015625,0.2,0.00020590464000000002,0.0478464000000001,0.1435392000000006,0.0478464000000001,0.1435392000000006,0.1435392000000006
37675008,0.007188480000000029,0.0,-0.2843538519719335,-0.00019103705674364848,-0.175557025623261,0.507123091529791,0.0,6327,0.0,-0.08191479869662516,0.0,-0.044907102146582986,0.12257766575237966,1.8356063559774864,0.0,389.51,0.1554633246527778,0.14376960000000058,0.0,-0.12076277700376606,-0.10340494269170118,-0.4572838740810286,245.31428228000004,-0.002118413204769018,0.8725380069831905,0.0,0.016773120000000034,0.0024834303999999993,0.0,-2.72758335605713e-05,0.33413644656325503,0.0,0.696166144,0.5750784000000023,0.0,0.11366102430555555,0.0,5954,-0.06743734689662646,-0.026130012662348476,0.0,0.0,0.0,-0.4485258276224566,0.0,0.0,2044,-0.0960077114814393,-0.06689027650016746,2.44146367623739,-0.005870225694444498,-0.1202284441364964,0.009430969,-0.014000167365884409,48.32967758178711,64373,-36.81764430999756,0.9880340695381165,0.9971304535865784,133.74914207458497,0.0789794921875,0.2,0.00020585856,0.0479232000000001,0.14376960000000058,0.0479232000000001,0.14376960000000058,0.14376960000000058
37693440,0.007188480000000029,0.0,-0.2987118914737379,-0.0001863884799297525,-0.1932347964943787,0.5062912435090089,0.0,6330,0.0,-0.09633359059600072,0.0,-0.04491731526786372,0.11765608484198338,1.827516687384742,0.0,376.64,0.15245225694444445,0.14376960000000058,0.0,-0.1180222321751194,-0.10379411269384117,-0.43763189747880943,233.66204383999994,-0.001970081005632609,0.8610468285540551,0.0,0.016773120000000034,0.002479744,0.0,-2.7336292584073645e-05,0.1601629311867527,0.0,0.696166144,0.5750784000000023,0.0,0.10557725694444445,0.0,5954,-0.05689249090187184,-0.026285442659152617,0.0,0.0,0.0,-0.4436711050918128,0.0,0.0,2045,-0.08678840446617091,-0.06732932881298281,2.5216945300926423,-0.005555555555555603,-0.11641957150647982,0.010954913,-0.014362688409164548,50.65132141113281,64377,-36.81637458801269,0.9896351099014282,0.9971742033958435,132.62882347106932,0.0891845703125,0.2,0.00020581247999999997,0.0479232000000001,0.14376960000000058,0.0479232000000001,0.14376960000000058,0.14376960000000058
37711872,0.007188480000000029,0.0,-0.3417017344784208,-0.0001929377390184977,-0.20980822331745633,0.5076332946006684,0.0,6333,0.0,-0.09929281720287089,0.0,-0.05633015930702464,0.12196668804218273,1.8223396457593033,0.0,398.47,0.15565321180555555,0.14376960000000058,0.0,-0.13686211837178947,-0.10347867274028011,-0.4425916160661698,266.81364312,-0.002055568095877942,0.7287780520955996,0.0,0.016773120000000034,0.0024760575999999996,0.0,-2.8395671790689756e-05,0.1892600482223944,0.0,0.696166144,0.5750784000000023,0.0,0.12662760416666666,0.0,5954,-0.0728982464605345,-0.029007581347382825,0.0,0.0,0.0,-0.44716371905504093,0.0,0.0,2046,-0.1018860499233236,-0.06739637439508318,2.32773467326186,-0.005978732638888942,-0.13048887166467643,0.010760883,-0.01333315140218474,56.66592788696289,64381,-36.818426322937015,0.9869740605354309,0.9972242712974548,149.71911544799804,0.08240966796875,0.2,0.0002057664,0.0479232000000001,0.14376960000000058,0.0479232000000001,0.14376960000000058,0.14376960000000058
37730304,0.007188480000000029,0.0,-0.29887476648832745,-0.00018643084808202316,-0.1896945027578859,0.5071096938222112,0.0,6336,0.0,-0.09376573864055668,0.0,-0.04427153049976907,0.113485928311459,1.8427660827098136,0.0,391.43,0.1454535590277778,0.14376960000000058,0.0,-0.12172891846335793,-0.10397917759216325,-0.43771035890566956,253.80707045000003,-0.0020852720845476068,0.8494994376988486,0.0,0.016773120000000034,0.0024723712,0.0,-2.7059320262808325e-05,0.13259216378440805,0.0,0.696166144,0.5750784000000023,0.0,0.10828993055555555,0.0,5954,-0.05305354226388749,-0.027132878207695027,0.0,0.0,0.0,-0.4180150635576043,0.0,0.0,2047,-0.08598504419800673,-0.06412120027660821,2.4249773472842953,-0.005859375000000052,-0.11567852632093249,0.008932084,-0.010472135269083083,57.4881591796875,64385,-36.81939125061035,0.9874348640441895,0.9973148107528687,137.55735130310057,0.05570068359375,0.2,0.00020572032,0.0479232000000001,0.14376960000000058,0.0479232000000001,0.14376960000000058,0.14376960000000058
37748736,0.007188480000000029,0.0,-0.31412605821634165,-0.00019083342595874336,-0.18636184951136422,0.5046209551755263,0.0,6339,0.0,-0.12036630871739934,0.0,-0.05745797664585154,0.11631608661823302,1.831237112633314,0.0,380.35,0.1531032986111111,0.14376960000000058,0.0,-0.12487599109793147,-0.10381514752496336,-0.44977268723961866,237.89330039999996,-0.0020745964280044393,0.841242283001959,0.0,0.016773120000000034,0.0024686848,0.0,-2.819183670340354e-05,0.2396638548826652,0.0,0.696166144,0.5750784000000023,0.0,0.11702473958333333,0.0,5954,-0.0649984140801419,-0.026105713439778133,0.0,0.0,0.0,-0.4487093843832177,0.0,0.0,2048,-0.09113865792014435,-0.06517881444194439,2.459989313473714,-0.006087239583333388,-0.1235469064944082,0.010952987,-0.010094679170288145,58.99030685424805,64389,-36.82078819274902,0.984053373336792,0.9973812103271484,173.12864837646484,0.08206787109375,0.2,0.00020567424,0.0479232000000001,0.14376960000000058,0.0479232000000001,0.14376960000000058,0.14376960000000058
