time/iterations,reward_terms/vz,reward_terms/assist_pen,curriculum/ctrl_jitter_ms,reward_terms/action_rate,time/time_elapsed,reward_terms/foot_slip,time/total_timesteps,reward_terms/fwd_speed,reward_terms/upright,reward_terms/step_rate,reward_terms/time,reward_terms/angmom,reward_terms/stop,reward_terms/alive,reward_terms/energy,reward_terms/ang_xy,curriculum/eff_scale,curriculum/ctrl_drop_prob,reward_terms/height,rollout/ep_len_mean,reward_terms/clearance,reward_terms/air_time,reward_terms/hip_roll,reward_terms/stance_time,reward_terms/foot_ahead,reward_terms/overrun,curriculum/sprint_dist_m,reward_terms/stance,reward_terms/residual,reward_terms/coef_rate,curriculum/ent_coef,reward_terms/torque,reward_terms/lat_vel,reward_terms/phase_contact,time/fps,rollout/ep_rew_mean,curriculum/stance_ratio,reward_terms/motor_vel,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/loss,train/explained_variance,train/std,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates
5928,-0.07036105723087736,0.0,3.2596992,-0.09807122719556755,24928,-0.5295341781152909,109264896,4.560350083738098,-0.07979023378453949,0.0,-0.5,-0.07481014804424037,0.0,0.0,-0.05396293427688527,-0.42567942784522406,0.4551936,0.04074624,-0.025816482558159052,1376.57,0.09210906354692826,0.0013406027768117685,-0.43779483961101245,0.0,0.0,0.0,93.27904,-0.00316599972347406,-0.1116002069981206,-0.5346520221524347,0.009074713600000001,-0.3518860672056072,-0.06086893088470181,-0.1927806592425482,4383,392.55915805000006,0.545305472,-0.010809038775444533,0.2,0.021797765,-0.021183857030700894,0.000263584512,142.62318420410156,0.8971595168113708,1.0018794536590576,-34.07482833862305,284.04372329711913,0.21923828125,47626
5929,-0.06694944975518137,0.0,3.2606208,-0.09835769144140903,24933,-0.5215649573633416,109283328,4.611074333622807,-0.076845197174996,0.0,-0.5,-0.07626425853877664,0.0,0.0,-0.05339275874275328,-0.41181590976520055,0.4552704,0.040757760000000004,-0.0225694997807531,1392.15,0.09508014706098027,0.0014718963518842226,-0.4337926259649712,0.0,0.0,0.0,93.29056,-0.0021944306200134527,-0.11152841996805368,-0.5138233982296242,0.0090728704,-0.34810071854204233,-0.05387423873428678,-0.19113987340560823,4383,404.06852713000006,0.545287808,-0.010735104074296335,0.2,0.021718744,-0.019886143651092425,0.000263578368,138.62322998046875,0.9172563552856445,1.0021333694458008,-34.07786827087402,275.33057708740233,0.1970703125,47630
5930,-0.0639490371225097,0.0,3.2615424,-0.09790480880764846,24937,-0.5320967105602352,109301760,4.562582339275474,-0.07711977996449977,0.0,-0.5,-0.07643950243802361,0.0,0.0,-0.05308063031203506,-0.418587475080045,0.4553472,0.040769280000000005,-0.02467573792842083,1445.86,0.11025578435334737,0.001880967342812154,-0.43761771774884595,0.0,0.0,0.0,93.30208,-0.001842023013257684,-0.11152614822709772,-0.52027702220576,0.0090710272,-0.34728005355427816,-0.060930809152800164,-0.19248450822193025,4382,425.12611029000004,0.545270144,-0.010592575167822575,0.2,0.023726286,-0.020674729463644327,0.000263572224,102.43241119384766,0.9161003828048706,1.0019841194152832,-34.07710838317871,257.8389579772949,0.2353515625,47634
5931,-0.07404604236150046,0.0,3.262464,-0.09747511827846014,24942,-0.5268616246204647,109320192,4.628602018354338,-0.09051425013127608,0.0,-0.5,-0.07913185689684359,0.0,0.0,-0.053482622791914416,-0.41949323447829834,0.455424,0.040780800000000006,-0.025628236372347887,1490.19,0.09327198628271402,0.0015521913753925925,-0.439770543234707,0.0,0.0,0.0,93.3136,-0.0027774060149784816,-0.11183116503446773,-0.5290286724206597,0.009069184000000001,-0.34435261641287684,-0.04568974876185482,-0.18996922959810683,4382,447.47552859,0.54525248,-0.010761201222341981,0.2,0.019077186,-0.021357652847655118,0.00026356608,134.2518310546875,0.898998498916626,1.0019346475601196,-34.07654781341553,294.69944076538087,0.21322021484375,47638
5932,-0.062381998155615764,0.0,3.2633856,-0.09554234645125008,24946,-0.526609330928508,109338624,4.775263713752595,-0.07054319089584653,0.0,-0.5,-0.07391732571059653,0.0,0.0,-0.05403600745953668,-0.4136548280244915,0.4555008,0.04079232,-0.021032679877976468,1539.78,0.08584376565667019,0.0013910588847162824,-0.43945291017039423,0.0,0.0,0.0,93.32512,-0.0013946094144086122,-0.11200236321370825,-0.5154801804561201,0.0090673408,-0.3483333365032728,-0.040143345579741904,-0.1910413002719784,4382,474.96158655000005,0.545234816,-0.010910431890476281,0.2,0.021534074,-0.021655859285965563,0.000263559936,93.9693603515625,0.92529296875,1.002021074295044,-34.076779174804685,210.24501876831056,0.19290771484375,47642
5933,-0.07797277838611953,0.0,3.2643072,-0.0991773830082213,24950,-0.5472773631942772,109357056,4.449244546192934,-0.10063636631508482,0.0,-0.5,-0.08124261332270946,0.0,0.0,-0.05433754679066968,-0.4308921346791608,0.4555776,0.04080384000000001,-0.029606836318520457,1506.72,0.09721319242702037,0.0013161888507763958,-0.42887179513203616,-2.0751713438787396e-05,0.0,0.0,93.33664,-0.004971920946001958,-0.11117508758788722,-0.542771125119795,0.0090654976,-0.3507002047876828,-0.056646635927246156,-0.20107202850269287,4382,461.99901037,0.545217152,-0.0108617604168012,0.2,0.020790238,-0.020807316107675434,0.000263553792,88.2554702758789,0.8939504623413086,1.0018656253814697,-34.076229858398435,238.02136840820313,0.2169677734375,47646
5934,-0.06444074526061659,0.0,3.2652288,-0.09655739283028941,24955,-0.5095254017305779,109375488,4.587978202976287,-0.08014013343884133,0.0,-0.5,-0.06683848451637694,0.0,0.0,-0.0528124161106324,-0.405809914754732,0.4556544,0.04081536,-0.021284451767148344,1405.7,0.08316191638575013,0.0010275603983447784,-0.4380434151245967,-8.137625021239122e-07,0.0,0.0,93.34816000000001,-0.0056102086803208225,-0.11164292104687044,-0.5141463198004932,0.009063654400000001,-0.34295886911462387,-0.05627206912387693,-0.18852694077749696,4382,410.30885564,0.545199488,-0.010696173130975708,0.2,0.016655516,-0.020250115310773253,0.000263547648,86.48951721191406,0.9484132528305054,1.0020097494125366,-34.07630996704101,240.6369827270508,0.19044189453125,47650
5935,-0.059214921755761166,0.0,3.2661504,-0.09535083302504929,24959,-0.5165989891849737,109393920,4.887204803415818,-0.06513511443357839,0.0,-0.5,-0.06856711380028073,0.0,0.0,-0.054209639560173634,-0.3948766731167302,0.4557312,0.04082688,-0.020485210096827747,1385.0,0.07727910997804502,0.0012282982028813825,-0.4459746234791131,0.0,0.0,0.0,93.35968,-0.0015199854750389404,-0.11216545373563595,-0.5140778470029962,0.0090618112,-0.35110069116225784,-0.050619785456438415,-0.1885204734769384,4382,406.25493849,0.545181824,-0.01084722072445455,0.2,0.020058673,-0.020700945012504236,0.000263541504,100.54068756103516,0.9019262790679932,1.002082109451294,-34.07859153747559,258.12600860595705,0.21143798828125,47654
5936,-0.0726841111183151,0.0,3.267072,-0.09750624348343055,24963,-0.5305471007348648,109412352,4.773800022459853,-0.08183724866868758,0.0,-0.5,-0.07905430295156417,0.0,0.0,-0.053974439455925324,-0.41898961069300383,0.455808,0.040838400000000004,-0.02539612607878356,1333.75,0.10517525785153477,0.001540798370519446,-0.4353710763553097,0.0,0.0,0.0,93.3712,-0.003811909918386804,-0.11176689132760788,-0.5351649405301606,0.009059968,-0.35131259375618945,-0.06266632127343101,-0.19802518524963603,4382,389.5299059,0.54516416,-0.010776078226597381,0.2,0.025919938,-0.02291005678125657,0.00026353536,103.11194610595703,0.8863140344619751,1.001316785812378,-34.070965957641604,219.13621215820314,0.21275634765625,47658
5937,-0.06749103383591863,0.0,3.2679936,-0.09940616053870638,24968,-0.5390276997317274,109430784,4.550397582459712,-0.08235934974085118,0.0,-0.5,-0.07688524045019898,0.0,0.0,-0.05347908737268176,-0.41917619293529407,0.4558848,0.040849920000000005,-0.024982540619591632,1424.3,0.10189267115903139,0.0013698996820797522,-0.4378649992321038,0.0,0.0,0.0,93.38271999999999,-0.003924817267792835,-0.11124885699677566,-0.5317732076212933,0.009058124800000001,-0.34960119391843286,-0.04896815904038517,-0.2037686262377334,4382,438.47847448,0.545146496,-0.010643015261114995,0.2,0.0214014,-0.023126978729851543,0.000263529216,104.76776123046875,0.9139676690101624,1.0014970302581787,-34.07011413574219,273.19510040283205,0.22503662109375,47662
5938,-0.07315182726647401,0.0,3.2689152,-0.09756435893491938,24972,-0.5591028173364724,109449216,4.704471573218912,-0.0833221181859169,0.0,-0.5,-0.08232995946528743,0.0,0.0,-0.054715544460884585,-0.4225042095573003,0.4559616,0.04086144,-0.028184366680711743,1394.23,0.099772708895309,0.0017013883366922124,-0.43637829846552256,0.0,0.0,0.0,93.39424,-0.0032702132584910954,-0.11174841939364165,-0.5367215778027312,0.0090562816,-0.3539500834133247,-0.05206384859449598,-0.19653080260255248,4382,423.66754487,0.545128832,-0.010895204509066319,0.2,0.02129708,-0.020973612432135268,0.000263523072,142.1223907470703,0.9074292778968811,1.00180184841156,-34.07488250732422,267.30873413085936,0.20552978515625,47666
5939,-0.058966127914554925,0.0,3.2698368,-0.09837991355301001,24976,-0.519933538082829,109467648,4.763128132484855,-0.0710594372906513,0.0,-0.5,-0.07113377451508045,0.0,0.0,-0.05400903532552373,-0.4176712469910438,0.4560384,0.04087296000000001,-0.0209216120387675,1398.46,0.10341122619938217,0.0015684673206932428,-0.44148095953709043,0.0,0.0,0.0,93.40576,-0.0030008601063903056,-0.1117560447352135,-0.5222434370295277,0.0090544384,-0.35024266229828166,-0.0648957840296186,-0.19085790875097688,4382,429.48506202,0.545111168,-0.010884608677288448,0.2,0.021819133,-0.02394562029512599,0.00026351692799999997,101.02251434326172,0.9299175143241882,1.00150728225708,-34.07158012390137,255.2745475769043,0.2177490234375,47670
5940,-0.0650894951951089,0.0,3.2707584,-0.09712791369983247,24981,-0.5318653752787517,109486080,4.830692199984342,-0.07499619813481409,0.0,-0.5,-0.07648040621977054,0.0,0.0,-0.0550699827484885,-0.41555426888310054,0.4561152,0.04088448,-0.02416442232913503,1346.31,0.089716691289504,0.0013872610029971434,-0.4399185210703636,0.0,0.0,0.0,93.41728,-0.0015751581935701474,-0.11192678825436055,-0.5223502041809152,0.0090525952,-0.35844321100931736,-0.06223739333168713,-0.18948324804548447,4382,410.15066521,0.545093504,-0.010958345593014378,0.2,0.023330664,-0.020174971711821855,0.00026351078399999996,110.80927276611328,0.901019811630249,1.001711130142212,-34.073028564453125,238.1874092102051,0.25447998046875,47674
5941,-0.07780158143258316,0.0,3.27168,-0.09690774131511416,24985,-0.5179177258769253,109504512,4.733379395858074,-0.08599460753509254,0.0,-0.5,-0.07971474694451186,0.0,0.0,-0.05260581830473886,-0.4166760198936646,0.456192,0.040896,-0.02810375362593026,1456.83,0.09639084525375247,0.00148328968983454,-0.4397364671864622,0.0,0.0,0.0,93.4288,-0.002195994627745187,-0.1118470304539978,-0.5275296750988482,0.009050752,-0.34651955273432755,-0.07147944495098286,-0.1864124700106441,4382,466.69054020999994,0.54507584,-0.010576978632347592,0.2,0.022844303,-0.01996921852696687,0.00026350464,105.25972747802734,0.9035376906394958,1.0019612312316895,-34.0764518737793,243.5674255371094,0.22669677734375,47678
5942,-0.07171762363530612,0.0,3.2726016,-0.09830634324911,24989,-0.5426477104613141,109522944,4.662678206169776,-0.09063178184031592,0.0,-0.5,-0.07700109920472385,0.0,0.0,-0.0548602272256186,-0.42523524496815446,0.4562688,0.04090752,-0.028030200966904957,1490.97,0.10157908644261089,0.001526149762665025,-0.43893020049910103,-0.00030897237431620143,0.0,0.0,93.44032,-0.0019713543890613767,-0.11170568501080849,-0.5290617303744175,0.0090489088,-0.35530856135265104,-0.051635990757079225,-0.19866751874272837,4382,478.78325879000005,0.545058176,-0.010851728533704289,0.2,0.019601244,-0.020343164168298244,0.000263498496,86.40975952148438,0.9375548958778381,1.0021321773529053,-34.07825889587402,205.33371658325194,0.21849365234375,47682
5943,-0.06648148618647734,0.0,3.2735232,-0.09743797702780421,24994,-0.5203764601458528,109541376,4.718746591750003,-0.07874376060455683,0.0,-0.5,-0.07290284336884613,0.0,0.0,-0.05355031079344097,-0.41317564278390956,0.4563456,0.040919040000000004,-0.024602112483648034,1480.95,0.0854252426267615,0.0012820091182624714,-0.4390135374213392,0.0,0.0,0.0,93.45184,-0.003410571578649791,-0.1118152430661709,-0.5258795424075187,0.009047065600000001,-0.34827231093908373,-0.06645027469484503,-0.1889204307535415,4382,474.53051911999995,0.545040512,-0.010751099966901899,0.2,0.022892278,-0.022454612219007686,0.000263492352,96.2752456665039,0.9435499906539917,1.0023236274719238,-34.08033218383789,214.13501052856446,0.22080078125,47686
5944,-0.06627215951511992,0.0,3.2744448,-0.09662853451374688,24998,-0.5188322234307441,109559808,4.790401830099898,-0.07579451721243557,0.0,-0.5,-0.07464894608857128,0.0,0.0,-0.05333537722535686,-0.4085838990404304,0.4564224,0.040930560000000005,-0.024416702586050443,1507.65,0.08211457431103612,0.0011821829280557318,-0.44010069661509565,0.0,0.0,0.0,93.46336,-0.003251981763846593,-0.11199486067230402,-0.5155773732269435,0.0090452224,-0.3471772187219663,-0.06203150848368228,-0.1832301765869958,4382,487.2330695199999,0.545022848,-0.010690330458101692,0.2,0.018843759,-0.02112915770849213,0.000263486208,78.15982818603516,0.9332305192947388,1.002115249633789,-34.07860145568848,197.91410217285156,0.19544677734375,47690
5945,-0.08812539259520359,0.0,3.2753664,-0.1011466151845152,25002,-0.5470128406787138,109578240,4.480896541992696,-0.10566613996308244,0.0,-0.5,-0.08082384214408148,0.0,0.0,-0.054196915567605024,-0.43067366972952975,0.4564992,0.04094208,-0.03159168365030425,1334.68,0.1021747157459742,0.0017057287655512078,-0.43256921903232215,0.0,0.0,0.0,93.47488,-0.005032262042657469,-0.1111598503292936,-0.5553024737048726,0.0090433792,-0.35308941102062075,-0.0656352855479539,-0.2016554856855376,4382,399.84350914999993,0.545005184,-0.010888796548168432,0.2,0.021163104,-0.019591875770129264,0.000263480064,124.1114501953125,0.9148271083831787,1.0018635988235474,-34.07594528198242,238.18859329223633,0.20718994140625,47694
5946,-0.05610239078885561,0.0,3.276288,-0.09670082288211226,25007,-0.5190472549037427,109596672,4.865499684298845,-0.06916988849901576,0.0,-0.5,-0.07200543332178994,0.0,0.0,-0.05370820822018151,-0.40720197571721833,0.456576,0.04095360000000001,-0.021364632170529113,1463.74,0.09264484065056723,0.0013661020558275697,-0.44415540763315925,0.0,0.0,0.0,93.4864,-0.002677047550690998,-0.1119930888181089,-0.5178127180782047,0.009041536,-0.3492309599453673,-0.069888660361522,-0.186817656087649,4382,464.27092009,0.5449875200000001,-0.010835659421894787,0.2,0.019660417,-0.022252535296138375,0.00026347391999999997,171.24070739746094,0.9286368489265442,1.0016539096832275,-34.073392677307126,313.63975524902344,0.1989990234375,47698
5947,-0.06796785270039282,0.0,3.2772096,-0.09846600141070924,25011,-0.5300116745741124,109615104,4.673657244322726,-0.08032207461961478,0.0,-0.5,-0.07434842891938838,0.0,0.0,-0.054123874346587504,-0.41908960928253153,0.4566528,0.04096512,-0.02664463255063544,1418.57,0.10705489485253508,0.0017013883108221409,-0.4411186742810277,0.0,0.0,0.0,93.49792000000001,-0.0046727270803308555,-0.11161284908144348,-0.5245005302154119,0.0090396928,-0.3539571823965547,-0.06446103515437197,-0.19292451414685755,4382,437.46532788999997,0.544969856,-0.010787177999762521,0.2,0.02245595,-0.021439452737104146,0.00026346777599999997,88.65550231933594,0.9286905527114868,1.0014837980270386,-34.07171745300293,163.9252082824707,0.19716796875,47702
5948,-0.06685201200548636,0.0,3.2781312,-0.09807114459053398,25015,-0.5232854732104398,109633536,4.640686786055216,-0.0772957403381597,0.0,-0.5,-0.07297186315904543,0.0,0.0,-0.053633903891346556,-0.42273679049645074,0.4567296,0.04097664,-0.022963520846180877,1437.55,0.09456505937530227,0.0014377166581754056,-0.43970755174290105,0.0,0.0,0.0,93.50944,-0.0022086826844186077,-0.11145578265864427,-0.5214044158964184,0.0090378496,-0.3499964388386337,-0.05474164718640147,-0.1908608740019755,4382,446.37832022999993,0.544952192,-0.010889368877557183,0.2,0.017699894,-0.01976929613156244,0.000263461632,97.94327545166016,0.9334067106246948,1.0017521381378174,-34.071872329711915,218.69284286499024,0.1967041015625,47706
5949,-0.05311942220986901,0.0,3.2790528,-0.09465289042139911,25020,-0.484622403567758,109651968,5.076588244229127,-0.06238511001889808,0.0,-0.5,-0.06384802194499853,0.0,0.0,-0.05423628564881819,-0.40941746398748863,0.4568064,0.04098816,-0.019532067918682724,1405.82,0.08617561142862944,0.001220702859831767,-0.4477448251562326,0.0,0.0,0.0,93.52096,-0.0013006933083702457,-0.11231487938794636,-0.49470434384364403,0.009036006400000001,-0.3484534863574516,-0.06950068540883438,-0.17657619853032325,4382,427.62067543999996,0.544934528,-0.011104242699234664,0.2,0.022294004,-0.020441487128846348,0.000263455488,111.37852478027344,0.9084548354148865,1.0020688772201538,-34.078001976013184,239.30426254272462,0.2250244140625,47710
5950,-0.06409441433957125,0.0,3.2799744,-0.0983060342580501,25024,-0.5079132518762841,109670400,4.897022255895734,-0.07067969504786004,0.0,-0.5,-0.07332460814135312,0.0,0.0,-0.05442781194662431,-0.42332747978978036,0.4568832,0.040999680000000004,-0.02153429176074868,1429.95,0.09441889912528448,0.0013731549552176148,-0.4417113916204825,0.0,0.0,0.0,93.53247999999999,-0.001650953240608713,-0.11184359105245519,-0.5310172565452821,0.0090341632,-0.35147357142581553,-0.07499112567992994,-0.18206148491109458,4382,440.89143743999995,0.544916864,-0.011111127415507398,0.2,0.024650889,-0.019725607032887636,0.000263449344,49.41202163696289,0.9036368131637573,1.0025546550750732,-34.081821250915525,128.065665435791,0.22962646484375,47714
5951,-0.08147000464486248,0.0,3.280896,-0.10084705130207682,25029,-0.5448875949088515,109688832,4.534502931569184,-0.09591181075524541,0.0,-0.5,-0.07924296319773681,0.0,0.0,-0.054436591805705176,-0.43794151399336106,0.45696,0.0410112,-0.03054501957227717,1529.71,0.1027105400901816,0.0017106114440442373,-0.43825641975052626,0.0,0.0,0.0,93.544,-0.001832291048109089,-0.11127929168624176,-0.5329274890139198,0.00903232,-0.35212231975124664,-0.07152457362435125,-0.1864249386348915,4382,492.84996378999995,0.5448992,-0.010935670055299202,0.2,0.023480793,-0.018969139235559852,0.0002634432,129.88014221191406,0.889821469783783,1.0023540258407593,-34.08098373413086,259.39710998535156,0.2417236328125,47718
5952,-0.07326886931438308,0.0,3.2818176,-0.09858090722366536,25033,-0.5412543099762477,109707264,4.639614989681957,-0.08380661075355283,0.0,-0.5,-0.0800960022903826,0.0,0.0,-0.05477463995382154,-0.4313789675656656,0.4570368,0.041022720000000006,-0.02683967397306068,1545.55,0.10528151279172525,0.001538627965298171,-0.4395484184263796,0.0,0.0,0.0,93.55552,-0.0034681310193445804,-0.11155023593007113,-0.539218566663648,0.0090304768,-0.35507069831709515,-0.07167079094531609,-0.19432604420296698,4382,497.12972104,0.544881536,-0.01094329131364801,0.2,0.023490163,-0.020722879038657993,0.000263437056,75.53498840332031,0.9467818140983582,1.0021779537200928,-34.07858047485352,202.3827995300293,0.2234130859375,47722
5953,-0.05405562227253772,0.0,3.2827392,-0.09649621834621064,25037,-0.4923897355926574,109725696,4.64170296295739,-0.06605145269972018,0.0,-0.5,-0.06558672438193396,0.0,0.0,-0.05326895077580306,-0.4213845050335267,0.4571136,0.04103424,-0.01961136034061245,1616.88,0.08738054484256635,0.0012581376714580175,-0.4428112738122706,0.0,0.0,0.0,93.56704,-0.002309681945492586,-0.11140722980424123,-0.5246055334742369,0.0090286336,-0.3469453797784214,-0.06792859642002762,-0.18551794721173964,4382,533.8090719799999,0.544863872,-0.010918735023697328,0.2,0.018873494,-0.020427236199611797,0.000263430912,181.63229370117188,0.8886703252792358,1.0015445947647095,-34.07284393310547,352.145458984375,0.195361328125,47726
5954,-0.06833822137517444,0.0,3.2836608,-0.09614933153833302,25042,-0.5112484528062927,109744128,4.814166642478926,-0.07530584483003162,0.0,-0.5,-0.06931872289968591,0.0,0.0,-0.054198835620276636,-0.4173990207901515,0.4571904,0.04104576,-0.025198887333691612,1540.8,0.10031318260446638,0.0014643007339650972,-0.4397075593753624,0.0,0.0,0.0,93.57856,-0.003523225385895121,-0.1117836932834442,-0.5105584816066433,0.0090267904,-0.35018023921497227,-0.07268019459761234,-0.1855160354248066,4382,495.58354031999994,0.544846208,-0.010964962942830631,0.2,0.022411667,-0.019557081314269455,0.000263424768,134.4985809326172,0.8549811840057373,1.0017359256744385,-34.07302360534668,250.76603927612305,0.21431884765625,47730
5955,-0.06070061546189967,0.0,3.2845824,-0.09952723866787422,25046,-0.5165265559307921,109762560,4.451404690070408,-0.07212415594719826,0.0,-0.5,-0.07038807709168733,0.0,0.0,-0.0535453533001952,-0.4354343669169835,0.4572672,0.04105728,-0.02167035734727206,1546.75,0.09691643817999933,0.0014816617250390765,-0.43769903293867274,0.0,0.0,0.0,93.59008,-0.0025957349213269927,-0.11119629774308665,-0.5257053871674686,0.0090249472,-0.34945473401230254,-0.07669568748113349,-0.19509128810461743,4382,501.28497799,0.544828544,-0.010860915699958076,0.2,0.01975071,-0.019671192567329854,0.000263418624,99.00845336914062,0.9219366908073425,1.001672387123108,-34.07414779663086,235.46160812377929,0.21192626953125,47734
5956,-0.07252156274329274,0.0,3.285504,-0.09750080679862845,25050,-0.524221443307014,109780992,4.645112640650188,-0.08799984897568829,0.0,-0.5,-0.07570557943191036,0.0,0.0,-0.053822816204281664,-0.4357741384542223,0.457344,0.0410688,-0.027500918342507872,1523.65,0.09446497048495955,0.001293944702613064,-0.443425000398739,0.0,0.0,0.0,93.60159999999999,-0.0018537543715286533,-0.11161165368925964,-0.5171033123649978,0.009023104,-0.3464800722664123,-0.0791618186298169,-0.1870227788967453,4382,484.92687486,0.54481088,-0.010874841197498947,0.2,0.016864687,-0.019668224349152295,0.00026341247999999996,143.41136169433594,0.8611470460891724,1.001381754875183,-34.070017433166505,326.4910385131836,0.19234619140625,47738
5957,-0.06577935055529127,0.0,3.2864256,-0.09778710595696291,25055,-0.5272485344951218,109799424,4.641325248556751,-0.08318959642118044,0.0,-0.5,-0.07217799377347978,0.0,0.0,-0.0541418622563303,-0.4295751463120217,0.4574208,0.041080320000000003,-0.022696143039418297,1525.7,0.09905929400316044,0.0015614145506535554,-0.441210804143219,0.0,0.0,0.0,93.61312000000001,-0.0029305752022072856,-0.1115207795158977,-0.5329322028084097,0.0090212608,-0.3515234143147727,-0.07891550493555968,-0.19398186921307084,4382,482.62900388,0.544793216,-0.011037567362987704,0.2,0.022595255,-0.0237551300204359,0.000263406336,63.28879928588867,0.9519307017326355,1.001559853553772,-34.07159652709961,157.22911987304687,0.2244873046875,47742
5958,-0.05547024284735546,0.0,3.2873472,-0.09706392349022087,25059,-0.4993399449680305,109817856,4.801548232228755,-0.06591915331488671,0.0,-0.5,-0.06500934054779046,0.0,0.0,-0.053556685308621205,-0.41903185356383815,0.4574976,0.041091840000000004,-0.018945237782661772,1478.77,0.08986590891753442,0.0015646697849863106,-0.44434087826420793,0.0,0.0,0.0,93.62464,-0.0019587722533797873,-0.11166965409291489,-0.5129944292592449,0.0090194176,-0.34837559860069023,-0.06511576376771383,-0.1825551341721769,4382,458.88719039999995,0.544775552,-0.010816064478241497,0.2,0.02040354,-0.020126871089451014,0.000263400192,109.16195678710938,0.8916638493537903,1.0018441677093506,-34.07425041198731,284.30862579345705,0.18975830078125,47746
5959,-0.06611725725151969,0.0,3.2882688,-0.09912382094867322,25063,-0.5323892523269149,109836288,4.523415297379877,-0.08180781326999823,0.0,-0.5,-0.07609369988428902,0.0,0.0,-0.0542730126287801,-0.43596646399740374,0.4575744,0.041103360000000005,-0.02390101846286544,1377.74,0.10377777953022789,0.0016167529490000259,-0.4391583626391202,0.0,0.0,0.0,93.63616,-0.0016557946896169748,-0.11115167954742611,-0.5445006814889904,0.0090175744,-0.35358227338166104,-0.07246776494537471,-0.1938307911278012,4382,410.51333654999996,0.544757888,-0.01094482866076845,0.2,0.022038009,-0.019834801461547612,0.000263394048,100.78524017333984,0.857354462146759,1.0022162199020386,-34.07985897064209,244.60384826660157,0.23021240234375,47750
5960,-0.06290969633523594,0.0,3.2891904,-0.1010586467146707,25068,-0.5105415157336464,109854720,4.547890483516714,-0.07403065650297726,0.0,-0.5,-0.0727828402651695,0.0,0.0,-0.05482479280871466,-0.437101747149427,0.4576512,0.04111488,-0.02127406764459746,1319.33,0.1068600739042605,0.0016172955414125074,-0.43280433354302156,0.0,0.0,0.0,93.64768,-0.0037147139606845503,-0.11113739639232777,-0.5256911985157677,0.0090157312,-0.35235672395035195,-0.07226194340988429,-0.19413461598154522,4382,380.63279869999997,0.544740224,-0.011158914272949547,0.2,0.017785136,-0.019957312394399195,0.000263387904,105.24978637695312,0.8714617490768433,1.001854658126831,-34.07560138702392,327.027530670166,0.196337890625,47754
5961,-0.06654033110841158,0.0,3.290112,-0.09722724716858851,25072,-0.5284092463635148,109873152,4.807173152361828,-0.07655184390225302,0.0,-0.5,-0.07151500843161886,0.0,0.0,-0.05421993044848254,-0.4242208094493599,0.457728,0.04112640000000001,-0.024235169882958135,1341.89,0.0902282254832101,0.0015115014587839444,-0.44138646405035814,0.0,0.0,0.0,93.6592,-0.0019232562748686365,-0.11183317895267554,-0.5142048789385991,0.009013888000000001,-0.3487520414411534,-0.07422707009957526,-0.1877455527879341,4382,382.28282406000005,0.54472256,-0.01098081631504741,0.2,0.021128424,-0.021668437169864774,0.00026338176,113.98221588134766,0.9132382273674011,1.0021615028381348,-34.07773628234863,286.814803314209,0.20079345703125,47758
5962,-0.07530487893546561,0.0,3.2910336,-0.09887363006300989,25076,-0.5639695401959144,109891584,4.507951048336672,-0.09306097683531596,0.0,-0.5,-0.08335103760358092,0.0,0.0,-0.05450945379332064,-0.44438680435452443,0.4578048,0.04113792,-0.029872966286191696,1430.16,0.11657570945479973,0.0017491314178591387,-0.43456600337419105,0.0,0.0,0.0,93.67072,-0.0021518674430127914,-0.1114318916623674,-0.5471316704644075,0.0090120448,-0.35367230213777556,-0.08379240982321083,-0.20413961323131724,4382,423.26422204000005,0.544704896,-0.010987276955300251,0.2,0.024819817,-0.02263452815823257,0.00026337561599999997,91.97942352294922,0.9343910813331604,1.001919150352478,-34.07762680053711,181.21149291992188,0.2414306640625,47762
5963,-0.08508267134874802,0.0,3.2919552,-0.09859867988894724,25081,-0.5554091459462777,109910016,4.442543886363953,-0.0995655459982605,0.0,-0.5,-0.08677763419085865,0.0,0.0,-0.05437562691719678,-0.44998521140124925,0.4578816,0.04114944,-0.031096347864479092,1358.21,0.11736508002809772,0.0018777119564927286,-0.43566788446393423,0.0,0.0,0.0,93.68224,-0.0026087752666618647,-0.1111967937605278,-0.5334410717801746,0.0090102016,-0.35073342805828545,-0.07928867191538475,-0.19273047038115315,4382,391.63511252000006,0.544687232,-0.010917063364016159,0.2,0.018731076,-0.019255873607471587,0.000263369472,143.09019470214844,0.918780505657196,1.0018038749694824,-34.07432594299316,339.09673461914065,0.18380126953125,47766
5964,-0.07987341917681397,0.0,3.2928768,-0.0984406924171621,25085,-0.5526670045198242,109928448,4.577901833670136,-0.09849327920147348,0.0,-0.5,-0.08071154932434221,0.0,0.0,-0.05468032423646399,-0.45187416547596043,0.4579584,0.04116096,-0.030123260084845244,1294.54,0.10900124971949006,0.0016205506463949052,-0.44042333117980426,0.0,0.0,0.0,93.69376,-0.007485347553703315,-0.11136091292186917,-0.5401162409786829,0.0090083584,-0.3514543194257443,-0.08928166943561329,-0.19443092969560358,4382,356.82509733,0.544669568,-0.011083908555024544,0.2,0.019619515,-0.02138520168373361,0.000263363328,123.22753143310547,0.9343248009681702,1.0017242431640625,-34.074172019958496,254.85610122680663,0.1826904296875,47770
